 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Temperature (K), Mixing Ratio (KG/KG), Pressure (Pa)
187,0.04,13500,4.51675e+06
187,0.04,14000,4.68404e+06
187,0.04,14500,4.85132e+06
187,0.04,15000,5.01861e+06
187,0.05,10000,4.18218e+06
187,0.05,10500,4.39128e+06
187,0.05,11000,4.60039e+06
187,0.05,11500,4.8095e+06
187,0.05,12000,5.01861e+06
187,0.05,12500,5.22772e+06
187,0.05,13000,5.43683e+06
187,0.05,13500,5.64594e+06
187,0.05,14000,5.85505e+06
187,0.05,14500,6.06416e+06
187,0.05,15000,6.27326e+06
188,0.01,10000,702374
188,0.01,10500,737492
188,0.01,11000,772611
188,0.01,11500,807730
188,0.01,12000,842848
188,0.01,12500,877967
188,0.01,13000,913086
188,0.01,13500,948205
188,0.01,14000,983323
188,0.01,14500,1.01844e+06
188,0.01,15000,1.05356e+06
188,0.02,10000,1.40475e+06
188,0.02,10500,1.47498e+06
188,0.02,11000,1.54522e+06
188,0.02,11500,1.61546e+06
188,0.02,12000,1.6857e+06
188,0.02,12500,1.75593e+06
188,0.02,13000,1.82617e+06
188,0.02,13500,1.89641e+06
188,0.02,14000,1.96665e+06
188,0.02,14500,2.03688e+06
188,0.02,15000,2.10712e+06
188,0.03,10000,2.10712e+06
188,0.03,10500,2.21248e+06
188,0.03,11000,2.31783e+06
188,0.03,11500,2.42319e+06
188,0.03,12000,2.52855e+06
188,0.03,12500,2.6339e+06
188,0.03,13000,2.73926e+06
188,0.03,13500,2.84461e+06
188,0.03,14000,2.94997e+06
188,0.03,14500,3.05533e+06
188,0.03,15000,3.16068e+06
188,0.04,10000,2.80949e+06
188,0.04,10500,2.94997e+06
188,0.04,11000,3.09044e+06
188,0.04,11500,3.23092e+06
188,0.04,12000,3.37139e+06
188,0.04,12500,3.51187e+06
188,0.04,13000,3.65234e+06
188,0.04,13500,3.79282e+06
188,0.04,14000,3.93329e+06
188,0.04,14500,4.07377e+06
188,0.04,15000,4.21424e+06
188,0.05,10000,3.51187e+06
188,0.05,10500,3.68746e+06
188,0.05,11000,3.86306e+06
188,0.05,11500,4.03865e+06
188,0.05,12000,4.21424e+06
188,0.05,12500,4.38984e+06
188,0.05,13000,4.56543e+06
188,0.05,13500,4.74102e+06
188,0.05,14000,4.91662e+06
188,0.05,14500,5.09221e+06
188,0.05,15000,5.2678e+06
189,0.01,10000,590887
189,0.01,10500,620431
189,0.01,11000,649976
189,0.01,11500,679520
189,0.01,12000,709065
189,0.01,12500,738609
189,0.01,13000,768153
189,0.01,13500,797698
189,0.01,14000,827242
189,0.01,14500,856786
189,0.01,15000,886331
189,0.02,10000,1.18177e+06
189,0.02,10500,1.24086e+06
189,0.02,11000,1.29995e+06
189,0.02,11500,1.35904e+06
189,0.02,12000,1.41813e+06
189,0.02,12500,1.47722e+06
189,0.02,13000,1.53631e+06
189,0.02,13500,1.5954e+06
189,0.02,14000,1.65448e+06
189,0.02,14500,1.71357e+06
189,0.02,15000,1.77266e+06
189,0.03,10000,1.77266e+06
189,0.03,10500,1.86129e+06
189,0.03,11000,1.94993e+06
189,0.03,11500,2.03856e+06
189,0.03,12000,2.12719e+06
189,0.03,12500,2.21583e+06
189,0.03,13000,2.30446e+06
189,0.03,13500,2.39309e+06
189,0.03,14000,2.48173e+06
189,0.03,14500,2.57036e+06
189,0.03,15000,2.65899e+06
189,0.04,10000,2.36355e+06
189,0.04,10500,2.48173e+06
189,0.04,11000,2.5999e+06
189,0.04,11500,2.71808e+06
189,0.04,12000,2.83626e+06
189,0.04,12500,2.95444e+06
189,0.04,13000,3.07261e+06
189,0.04,13500,3.19079e+06
189,0.04,14000,3.30897e+06
189,0.04,14500,3.42715e+06
189,0.04,15000,3.54532e+06
189,0.05,10000,2.95444e+06
189,0.05,10500,3.10216e+06
189,0.05,11000,3.24988e+06
189,0.05,11500,3.3976e+06
189,0.05,12000,3.54532e+06
189,0.05,12500,3.69304e+06
189,0.05,13000,3.84077e+06
189,0.05,13500,3.98849e+06
189,0.05,14000,4.13621e+06
189,0.05,14500,4.28393e+06
189,0.05,15000,4.43165e+06
190,0.01,10000,497999
190,0.01,10500,522899
190,0.01,11000,547799
190,0.01,11500,572699
190,0.01,12000,597599
190,0.01,12500,622499
190,0.01,13000,647399
190,0.01,13500,672299
190,0.01,14000,697199
190,0.01,14500,722099
190,0.01,15000,746999
190,0.02,10000,995998
190,0.02,10500,1.0458e+06
190,0.02,11000,1.0956e+06
190,0.02,11500,1.1454e+06
190,0.02,12000,1.1952e+06
190,0.02,12500,1.245e+06
190,0.02,13000,1.2948e+06
190,0.02,13500,1.3446e+06
190,0.02,14000,1.3944e+06
190,0.02,14500,1.4442e+06
190,0.02,15000,1.494e+06
190,0.03,10000,1.494e+06
190,0.03,10500,1.5687e+06
190,0.03,11000,1.6434e+06
190,0.03,11500,1.7181e+06
190,0.03,12000,1.7928e+06
190,0.03,12500,1.8675e+06
190,0.03,13000,1.9422e+06
190,0.03,13500,2.0169e+06
190,0.03,14000,2.0916e+06
190,0.03,14500,2.1663e+06
190,0.03,15000,2.241e+06
190,0.04,10000,1.992e+06
190,0.04,10500,2.0916e+06
190,0.04,11000,2.1912e+06
190,0.04,11500,2.2908e+06
190,0.04,12000,2.3904e+06
190,0.04,12500,2.49e+06
190,0.04,13000,2.5896e+06
190,0.04,13500,2.6892e+06
190,0.04,14000,2.7888e+06
190,0.04,14500,2.8884e+06
190,0.04,15000,2.988e+06
190,0.05,10000,2.49e+06
190,0.05,10500,2.6145e+06
190,0.05,11000,2.739e+06
190,0.05,11500,2.8635e+06
190,0.05,12000,2.988e+06
190,0.05,12500,3.1125e+06
190,0.05,13000,3.237e+06
190,0.05,13500,3.3615e+06
190,0.05,14000,3.486e+06
190,0.05,14500,3.6105e+06
190,0.05,15000,3.735e+06
191,0.01,10000,420463
191,0.01,10500,441487
191,0.01,11000,462510
191,0.01,11500,483533
191,0.01,12000,504556
191,0.01,12500,525579
191,0.01,13000,546603
191,0.01,13500,567626
191,0.01,14000,588649
191,0.01,14500,609672
191,0.01,15000,630695
191,0.02,10000,840927
191,0.02,10500,882973
191,0.02,11000,925020
191,0.02,11500,967066
191,0.02,12000,1.00911e+06
191,0.02,12500,1.05116e+06
191,0.02,13000,1.09321e+06
191,0.02,13500,1.13525e+06
191,0.02,14000,1.1773e+06
191,0.02,14500,1.21934e+06
191,0.02,15000,1.26139e+06
191,0.03,10000,1.26139e+06
191,0.03,10500,1.32446e+06
191,0.03,11000,1.38753e+06
191,0.03,11500,1.4506e+06
191,0.03,12000,1.51367e+06
191,0.03,12500,1.57674e+06
191,0.03,13000,1.63981e+06
191,0.03,13500,1.70288e+06
191,0.03,14000,1.76595e+06
191,0.03,14500,1.82902e+06
191,0.03,15000,1.89209e+06
191,0.04,10000,1.68185e+06
191,0.04,10500,1.76595e+06
191,0.04,11000,1.85004e+06
191,0.04,11500,1.93413e+06
191,0.04,12000,2.01822e+06
191,0.04,12500,2.10232e+06
191,0.04,13000,2.18641e+06
191,0.04,13500,2.2705e+06
191,0.04,14000,2.3546e+06
191,0.04,14500,2.43869e+06
191,0.04,15000,2.52278e+06
191,0.05,10000,2.10232e+06
191,0.05,10500,2.20743e+06
191,0.05,11000,2.31255e+06
191,0.05,11500,2.41766e+06
191,0.05,12000,2.52278e+06
191,0.05,12500,2.6279e+06
191,0.05,13000,2.73301e+06
191,0.05,13500,2.83813e+06
191,0.05,14000,2.94324e+06
191,0.05,14500,3.04836e+06
191,0.05,15000,3.15348e+06
192,0.01,10000,355624
192,0.01,10500,373405
192,0.01,11000,391187
192,0.01,11500,408968
192,0.01,12000,426749
192,0.01,12500,444530
192,0.01,13000,462312
192,0.01,13500,480093
192,0.01,14000,497874
192,0.01,14500,515655
192,0.01,15000,533436
192,0.02,10000,711248
192,0.02,10500,746811
192,0.02,11000,782373
192,0.02,11500,817936
192,0.02,12000,853498
192,0.02,12500,889060
192,0.02,13000,924623
192,0.02,13500,960185
192,0.02,14000,995748
192,0.02,14500,1.03131e+06
192,0.02,15000,1.06687e+06
192,0.03,10000,1.06687e+06
192,0.03,10500,1.12022e+06
192,0.03,11000,1.17356e+06
192,0.03,11500,1.2269e+06
192,0.03,12000,1.28025e+06
192,0.03,12500,1.33359e+06
192,0.03,13000,1.38693e+06
192,0.03,13500,1.44028e+06
192,0.03,14000,1.49362e+06
192,0.03,14500,1.54697e+06
192,0.03,15000,1.60031e+06
192,0.04,10000,1.4225e+06
192,0.04,10500,1.49362e+06
192,0.04,11000,1.56475e+06
192,0.04,11500,1.63587e+06
192,0.04,12000,1.707e+06
192,0.04,12500,1.77812e+06
192,0.04,13000,1.84925e+06
192,0.04,13500,1.92037e+06
192,0.04,14000,1.9915e+06
192,0.04,14500,2.06262e+06
192,0.04,15000,2.13375e+06
192,0.05,10000,1.77812e+06
192,0.05,10500,1.86703e+06
192,0.05,11000,1.95593e+06
192,0.05,11500,2.04484e+06
192,0.05,12000,2.13374e+06
192,0.05,12500,2.22265e+06
192,0.05,13000,2.31156e+06
192,0.05,13500,2.40046e+06
192,0.05,14000,2.48937e+06
192,0.05,14500,2.57828e+06
192,0.05,15000,2.66718e+06
193,0.01,10000,301305
193,0.01,10500,316370
193,0.01,11000,331435
193,0.01,11500,346500
193,0.01,12000,361566
193,0.01,12500,376631
193,0.01,13000,391696
193,0.01,13500,406761
193,0.01,14000,421827
193,0.01,14500,436892
193,0.01,15000,451957
193,0.02,10000,602609
193,0.02,10500,632740
193,0.02,11000,662870
193,0.02,11500,693001
193,0.02,12000,723131
193,0.02,12500,753262
193,0.02,13000,783392
193,0.02,13500,813523
193,0.02,14000,843653
193,0.02,14500,873784
193,0.02,15000,903914
193,0.03,10000,903914
193,0.03,10500,949109
193,0.03,11000,994305
193,0.03,11500,1.0395e+06
193,0.03,12000,1.0847e+06
193,0.03,12500,1.12989e+06
193,0.03,13000,1.17509e+06
193,0.03,13500,1.22028e+06
193,0.03,14000,1.26548e+06
193,0.03,14500,1.31068e+06
193,0.03,15000,1.35587e+06
193,0.04,10000,1.20522e+06
193,0.04,10500,1.26548e+06
193,0.04,11000,1.32574e+06
193,0.04,11500,1.386e+06
193,0.04,12000,1.44626e+06
193,0.04,12500,1.50652e+06
193,0.04,13000,1.56678e+06
193,0.04,13500,1.62705e+06
193,0.04,14000,1.68731e+06
193,0.04,14500,1.74757e+06
193,0.04,15000,1.80783e+06
193,0.05,10000,1.50652e+06
193,0.05,10500,1.58185e+06
193,0.05,11000,1.65718e+06
193,0.05,11500,1.7325e+06
193,0.05,12000,1.80783e+06
193,0.05,12500,1.88315e+06
193,0.05,13000,1.95848e+06
193,0.05,13500,2.03381e+06
193,0.05,14000,2.10913e+06
193,0.05,14500,2.18446e+06
193,0.05,15000,2.25979e+06
194,0.01,10000,255717
194,0.01,10500,268503
194,0.01,11000,281289
194,0.01,11500,294075
194,0.01,12000,306861
194,0.01,12500,319647
194,0.01,13000,332433
194,0.01,13500,345219
194,0.01,14000,358004
194,0.01,14500,370790
194,0.01,15000,383576
194,0.02,10000,511435
194,0.02,10500,537006
194,0.02,11000,562578
194,0.02,11500,588150
194,0.02,12000,613722
194,0.02,12500,639294
194,0.02,13000,664865
194,0.02,13500,690437
194,0.02,14000,716009
194,0.02,14500,741581
194,0.02,15000,767153
194,0.03,10000,767152
194,0.03,10500,805510
194,0.03,11000,843867
194,0.03,11500,882225
194,0.03,12000,920583
194,0.03,12500,958940
194,0.03,13000,997298
194,0.03,13500,1.03566e+06
194,0.03,14000,1.07401e+06
194,0.03,14500,1.11237e+06
194,0.03,15000,1.15073e+06
194,0.04,10000,1.02287e+06
194,0.04,10500,1.07401e+06
194,0.04,11000,1.12516e+06
194,0.04,11500,1.1763e+06
194,0.04,12000,1.22744e+06
194,0.04,12500,1.27859e+06
194,0.04,13000,1.32973e+06
194,0.04,13500,1.38087e+06
194,0.04,14000,1.43202e+06
194,0.04,14500,1.48316e+06
194,0.04,15000,1.53431e+06
194,0.05,10000,1.27859e+06
194,0.05,10500,1.34252e+06
194,0.05,11000,1.40645e+06
194,0.05,11500,1.47038e+06
194,0.05,12000,1.5343e+06
194,0.05,12500,1.59823e+06
194,0.05,13000,1.66216e+06
194,0.05,13500,1.72609e+06
194,0.05,14000,1.79002e+06
194,0.05,14500,1.85395e+06
194,0.05,15000,1.91788e+06
195,0.01,10000,217392
195,0.01,10500,228261
195,0.01,11000,239131
195,0.01,11500,250001
195,0.01,12000,260870
195,0.01,12500,271740
195,0.01,13000,282610
195,0.01,13500,293479
195,0.01,14000,304349
195,0.01,14500,315218
195,0.01,15000,326088
195,0.02,10000,434784
195,0.02,10500,456523
195,0.02,11000,478262
195,0.02,11500,500001
195,0.02,12000,521741
195,0.02,12500,543480
195,0.02,13000,565219
195,0.02,13500,586958
195,0.02,14000,608698
195,0.02,14500,630437
195,0.02,15000,652176
195,0.03,10000,652176
195,0.03,10500,684784
195,0.03,11000,717393
195,0.03,11500,750002
195,0.03,12000,782611
195,0.03,12500,815220
195,0.03,13000,847829
195,0.03,13500,880438
195,0.03,14000,913046
195,0.03,14500,945655
195,0.03,15000,978264
195,0.04,10000,869567
195,0.04,10500,913046
195,0.04,11000,956524
195,0.04,11500,1e+06
195,0.04,12000,1.04348e+06
195,0.04,12500,1.08696e+06
195,0.04,13000,1.13044e+06
195,0.04,13500,1.17392e+06
195,0.04,14000,1.2174e+06
195,0.04,14500,1.26087e+06
195,0.04,15000,1.30435e+06
195,0.05,10000,1.08696e+06
195,0.05,10500,1.14131e+06
195,0.05,11000,1.19566e+06
195,0.05,11500,1.25e+06
195,0.05,12000,1.30435e+06
195,0.05,12500,1.3587e+06
195,0.05,13000,1.41305e+06
195,0.05,13500,1.4674e+06
195,0.05,14000,1.52174e+06
195,0.05,14500,1.57609e+06
195,0.05,15000,1.63044e+06
196,0.01,10000,185116
196,0.01,10500,194372
196,0.01,11000,203628
196,0.01,11500,212883
196,0.01,12000,222139
196,0.01,12500,231395
196,0.01,13000,240651
196,0.01,13500,249907
196,0.01,14000,259163
196,0.01,14500,268418
196,0.01,15000,277674
196,0.02,10000,370232
196,0.02,10500,388744
196,0.02,11000,407255
196,0.02,11500,425767
196,0.02,12000,444278
196,0.02,12500,462790
196,0.02,13000,481302
196,0.02,13500,499813
196,0.02,14000,518325
196,0.02,14500,536837
196,0.02,15000,555348
196,0.03,10000,555348
196,0.03,10500,583115
196,0.03,11000,610883
196,0.03,11500,638650
196,0.03,12000,666418
196,0.03,12500,694185
196,0.03,13000,721953
196,0.03,13500,749720
196,0.03,14000,777488
196,0.03,14500,805255
196,0.03,15000,833023
196,0.04,10000,740464
196,0.04,10500,777487
196,0.04,11000,814510
196,0.04,11500,851534
196,0.04,12000,888557
196,0.04,12500,925580
196,0.04,13000,962604
196,0.04,13500,999627
196,0.04,14000,1.03665e+06
196,0.04,14500,1.07367e+06
196,0.04,15000,1.1107e+06
196,0.05,10000,925580
196,0.05,10500,971859
196,0.05,11000,1.01814e+06
196,0.05,11500,1.06442e+06
196,0.05,12000,1.1107e+06
196,0.05,12500,1.15698e+06
196,0.05,13000,1.20325e+06
196,0.05,13500,1.24953e+06
196,0.05,14000,1.29581e+06
196,0.05,14500,1.34209e+06
196,0.05,15000,1.38837e+06
197,0.01,10000,157889
197,0.01,10500,165783
197,0.01,11000,173678
197,0.01,11500,181572
197,0.01,12000,189467
197,0.01,12500,197361
197,0.01,13000,205255
197,0.01,13500,213150
197,0.01,14000,221044
197,0.01,14500,228939
197,0.01,15000,236833
197,0.02,10000,315777
197,0.02,10500,331566
197,0.02,11000,347355
197,0.02,11500,363144
197,0.02,12000,378933
197,0.02,12500,394722
197,0.02,13000,410511
197,0.02,13500,426300
197,0.02,14000,442089
197,0.02,14500,457878
197,0.02,15000,473667
197,0.03,10000,473666
197,0.03,10500,497349
197,0.03,11000,521033
197,0.03,11500,544716
197,0.03,12000,568400
197,0.03,12500,592083
197,0.03,13000,615766
197,0.03,13500,639450
197,0.03,14000,663133
197,0.03,14500,686816
197,0.03,15000,710500
197,0.04,10000,631555
197,0.04,10500,663132
197,0.04,11000,694710
197,0.04,11500,726288
197,0.04,12000,757866
197,0.04,12500,789444
197,0.04,13000,821022
197,0.04,13500,852600
197,0.04,14000,884178
197,0.04,14500,915755
197,0.04,15000,947333
197,0.05,10000,789443
197,0.05,10500,828916
197,0.05,11000,868388
197,0.05,11500,907860
197,0.05,12000,947333
197,0.05,12500,986805
197,0.05,13000,1.02628e+06
197,0.05,13500,1.06575e+06
197,0.05,14000,1.10522e+06
197,0.05,14500,1.14469e+06
197,0.05,15000,1.18417e+06
198,0.01,10000,134882
198,0.01,10500,141626
198,0.01,11000,148370
198,0.01,11500,155114
198,0.01,12000,161859
198,0.01,12500,168603
198,0.01,13000,175347
198,0.01,13500,182091
198,0.01,14000,188835
198,0.01,14500,195579
198,0.01,15000,202323
198,0.02,10000,269764
198,0.02,10500,283252
198,0.02,11000,296741
198,0.02,11500,310229
198,0.02,12000,323717
198,0.02,12500,337205
198,0.02,13000,350694
198,0.02,13500,364182
198,0.02,14000,377670
198,0.02,14500,391158
198,0.02,15000,404647
198,0.03,10000,404646
198,0.03,10500,424878
198,0.03,11000,445111
198,0.03,11500,465343
198,0.03,12000,485576
198,0.03,12500,505808
198,0.03,13000,526040
198,0.03,13500,546273
198,0.03,14000,566505
198,0.03,14500,586738
198,0.03,15000,606970
198,0.04,10000,539528
198,0.04,10500,566504
198,0.04,11000,593481
198,0.04,11500,620458
198,0.04,12000,647434
198,0.04,12500,674411
198,0.04,13000,701387
198,0.04,13500,728364
198,0.04,14000,755340
198,0.04,14500,782317
198,0.04,15000,809293
198,0.05,10000,674410
198,0.05,10500,708131
198,0.05,11000,741851
198,0.05,11500,775572
198,0.05,12000,809293
198,0.05,12500,843013
198,0.05,13000,876734
198,0.05,13500,910454
198,0.05,14000,944175
198,0.05,14500,977896
198,0.05,15000,1.01162e+06
199,0.01,10000,115410
199,0.01,10500,121180
199,0.01,11000,126951
199,0.01,11500,132721
199,0.01,12000,138492
199,0.01,12500,144262
199,0.01,13000,150033
199,0.01,13500,155803
199,0.01,14000,161574
199,0.01,14500,167344
199,0.01,15000,173115
199,0.02,10000,230819
199,0.02,10500,242361
199,0.02,11000,253902
199,0.02,11500,265443
199,0.02,12000,276984
199,0.02,12500,288525
199,0.02,13000,300066
199,0.02,13500,311607
199,0.02,14000,323148
199,0.02,14500,334689
199,0.02,15000,346230
199,0.03,10000,346229
199,0.03,10500,363541
199,0.03,11000,380852
199,0.03,11500,398164
199,0.03,12000,415475
199,0.03,12500,432787
199,0.03,13000,450099
199,0.03,13500,467410
199,0.03,14000,484722
199,0.03,14500,502033
199,0.03,15000,519345
199,0.04,10000,461639
199,0.04,10500,484721
199,0.04,11000,507803
199,0.04,11500,530885
199,0.04,12000,553967
199,0.04,12500,577049
199,0.04,13000,600131
199,0.04,13500,623213
199,0.04,14000,646296
199,0.04,14500,669378
199,0.04,15000,692460
199,0.05,10000,577049
199,0.05,10500,605901
199,0.05,11000,634754
199,0.05,11500,663606
199,0.05,12000,692459
199,0.05,12500,721312
199,0.05,13000,750164
199,0.05,13500,779017
199,0.05,14000,807869
199,0.05,14500,836722
199,0.05,15000,865575
200,0.01,10000,98902.2
200,0.01,10500,103847
200,0.01,11000,108793
200,0.01,11500,113738
200,0.01,12000,118683
200,0.01,12500,123628
200,0.01,13000,128573
200,0.01,13500,133518
200,0.01,14000,138463
200,0.01,14500,143409
200,0.01,15000,148354
200,0.02,10000,197804
200,0.02,10500,207695
200,0.02,11000,217585
200,0.02,11500,227475
200,0.02,12000,237366
200,0.02,12500,247256
200,0.02,13000,257146
200,0.02,13500,267036
200,0.02,14000,276927
200,0.02,14500,286817
200,0.02,15000,296707
200,0.03,10000,296707
200,0.03,10500,311542
200,0.03,11000,326378
200,0.03,11500,341213
200,0.03,12000,356048
200,0.03,12500,370884
200,0.03,13000,385719
200,0.03,13500,400555
200,0.03,14000,415390
200,0.03,14500,430226
200,0.03,15000,445061
200,0.04,10000,395609
200,0.04,10500,415390
200,0.04,11000,435170
200,0.04,11500,454951
200,0.04,12000,474731
200,0.04,12500,494512
200,0.04,13000,514292
200,0.04,13500,534073
200,0.04,14000,553854
200,0.04,14500,573634
200,0.04,15000,593415
200,0.05,10000,494511
200,0.05,10500,519237
200,0.05,11000,543963
200,0.05,11500,568688
200,0.05,12000,593414
200,0.05,12500,618140
200,0.05,13000,642865
200,0.05,13500,667591
200,0.05,14000,692317
200,0.05,14500,717043
200,0.05,15000,741768
201,0.01,10000,84885.8
201,0.01,10500,89130.1
201,0.01,11000,93374.4
201,0.01,11500,97618.7
201,0.01,12000,101863
201,0.01,12500,106107
201,0.01,13000,110352
201,0.01,13500,114596
201,0.01,14000,118840
201,0.01,14500,123085
201,0.01,15000,127329
201,0.02,10000,169772
201,0.02,10500,178260
201,0.02,11000,186749
201,0.02,11500,195237
201,0.02,12000,203726
201,0.02,12500,212215
201,0.02,13000,220703
201,0.02,13500,229192
201,0.02,14000,237681
201,0.02,14500,246169
201,0.02,15000,254658
201,0.03,10000,254657
201,0.03,10500,267390
201,0.03,11000,280123
201,0.03,11500,292856
201,0.03,12000,305589
201,0.03,12500,318322
201,0.03,13000,331055
201,0.03,13500,343788
201,0.03,14000,356521
201,0.03,14500,369254
201,0.03,15000,381987
201,0.04,10000,339543
201,0.04,10500,356520
201,0.04,11000,373498
201,0.04,11500,390475
201,0.04,12000,407452
201,0.04,12500,424429
201,0.04,13000,441407
201,0.04,13500,458384
201,0.04,14000,475361
201,0.04,14500,492338
201,0.04,15000,509316
201,0.05,10000,424429
201,0.05,10500,445650
201,0.05,11000,466872
201,0.05,11500,488094
201,0.05,12000,509315
201,0.05,12500,530537
201,0.05,13000,551758
201,0.05,13500,572980
201,0.05,14000,594202
201,0.05,14500,615423
201,0.05,15000,636645
202,0.01,10000,72965.7
202,0.01,10500,76614
202,0.01,11000,80262.4
202,0.01,11500,83910.7
202,0.01,12000,87559
202,0.01,12500,91207.3
202,0.01,13000,94855.6
202,0.01,13500,98503.9
202,0.01,14000,102152
202,0.01,14500,105801
202,0.01,15000,109449
202,0.02,10000,145931
202,0.02,10500,153228
202,0.02,11000,160525
202,0.02,11500,167821
202,0.02,12000,175118
202,0.02,12500,182415
202,0.02,13000,189711
202,0.02,13500,197008
202,0.02,14000,204304
202,0.02,14500,211601
202,0.02,15000,218898
202,0.03,10000,218897
202,0.03,10500,229842
202,0.03,11000,240787
202,0.03,11500,251732
202,0.03,12000,262677
202,0.03,12500,273622
202,0.03,13000,284567
202,0.03,13500,295512
202,0.03,14000,306457
202,0.03,14500,317402
202,0.03,15000,328347
202,0.04,10000,291863
202,0.04,10500,306456
202,0.04,11000,321049
202,0.04,11500,335643
202,0.04,12000,350236
202,0.04,12500,364829
202,0.04,13000,379422
202,0.04,13500,394016
202,0.04,14000,408609
202,0.04,14500,423202
202,0.04,15000,437796
202,0.05,10000,364829
202,0.05,10500,383070
202,0.05,11000,401312
202,0.05,11500,419553
202,0.05,12000,437795
202,0.05,12500,456036
202,0.05,13000,474278
202,0.05,13500,492520
202,0.05,14000,510761
202,0.05,14500,529003
202,0.05,15000,547244
203,0.01,10000,62812.8
203,0.01,10500,65953.5
203,0.01,11000,69094.2
203,0.01,11500,72234.9
203,0.01,12000,75375.5
203,0.01,12500,78516.2
203,0.01,13000,81656.9
203,0.01,13500,84797.5
203,0.01,14000,87938.2
203,0.01,14500,91078.9
203,0.01,15000,94219.6
203,0.02,10000,125626
203,0.02,10500,131907
203,0.02,11000,138188
203,0.02,11500,144470
203,0.02,12000,150751
203,0.02,12500,157032
203,0.02,13000,163314
203,0.02,13500,169595
203,0.02,14000,175876
203,0.02,14500,182158
203,0.02,15000,188439
203,0.03,10000,188439
203,0.03,10500,197861
203,0.03,11000,207283
203,0.03,11500,216705
203,0.03,12000,226127
203,0.03,12500,235549
203,0.03,13000,244971
203,0.03,13500,254393
203,0.03,14000,263815
203,0.03,14500,273237
203,0.03,15000,282659
203,0.04,10000,251251
203,0.04,10500,263814
203,0.04,11000,276377
203,0.04,11500,288939
203,0.04,12000,301502
203,0.04,12500,314065
203,0.04,13000,326628
203,0.04,13500,339190
203,0.04,14000,351753
203,0.04,14500,364316
203,0.04,15000,376878
203,0.05,10000,314064
203,0.05,10500,329768
203,0.05,11000,345471
203,0.05,11500,361174
203,0.05,12000,376878
203,0.05,12500,392581
203,0.05,13000,408284
203,0.05,13500,423988
203,0.05,14000,439691
203,0.05,14500,455394
203,0.05,15000,471098
204,0.01,10000,54152
204,0.01,10500,56859.6
204,0.01,11000,59567.2
204,0.01,11500,62274.8
204,0.01,12000,64982.5
204,0.01,12500,67690.1
204,0.01,13000,70397.7
204,0.01,13500,73105.4
204,0.01,14000,75813
204,0.01,14500,78520.6
204,0.01,15000,81228.2
204,0.02,10000,108304
204,0.02,10500,113719
204,0.02,11000,119134
204,0.02,11500,124550
204,0.02,12000,129965
204,0.02,12500,135380
204,0.02,13000,140795
204,0.02,13500,146211
204,0.02,14000,151626
204,0.02,14500,157041
204,0.02,15000,162456
204,0.03,10000,162456
204,0.03,10500,170579
204,0.03,11000,178702
204,0.03,11500,186825
204,0.03,12000,194947
204,0.03,12500,203070
204,0.03,13000,211193
204,0.03,13500,219316
204,0.03,14000,227439
204,0.03,14500,235562
204,0.03,15000,243685
204,0.04,10000,216608
204,0.04,10500,227438
204,0.04,11000,238269
204,0.04,11500,249099
204,0.04,12000,259930
204,0.04,12500,270760
204,0.04,13000,281591
204,0.04,13500,292421
204,0.04,14000,303252
204,0.04,14500,314082
204,0.04,15000,324913
204,0.05,10000,270760
204,0.05,10500,284298
204,0.05,11000,297836
204,0.05,11500,311374
204,0.05,12000,324912
204,0.05,12500,338450
204,0.05,13000,351989
204,0.05,13500,365527
204,0.05,14000,379065
204,0.05,14500,392603
204,0.05,15000,406141
205,0.01,10000,46752.7
205,0.01,10500,49090.4
205,0.01,11000,51428
205,0.01,11500,53765.7
205,0.01,12000,56103.4
205,0.01,12500,58441
205,0.01,13000,60778.7
205,0.01,13500,63116.4
205,0.01,14000,65454
205,0.01,14500,67791.7
205,0.01,15000,70129.3
205,0.02,10000,93505.4
205,0.02,10500,98180.7
205,0.02,11000,102856
205,0.02,11500,107531
205,0.02,12000,112207
205,0.02,12500,116882
205,0.02,13000,121557
205,0.02,13500,126233
205,0.02,14000,130908
205,0.02,14500,135583
205,0.02,15000,140259
205,0.03,10000,140258
205,0.03,10500,147271
205,0.03,11000,154284
205,0.03,11500,161297
205,0.03,12000,168310
205,0.03,12500,175323
205,0.03,13000,182336
205,0.03,13500,189349
205,0.03,14000,196362
205,0.03,14500,203375
205,0.03,15000,210388
205,0.04,10000,187011
205,0.04,10500,196361
205,0.04,11000,205712
205,0.04,11500,215063
205,0.04,12000,224413
205,0.04,12500,233764
205,0.04,13000,243115
205,0.04,13500,252465
205,0.04,14000,261816
205,0.04,14500,271167
205,0.04,15000,280517
205,0.05,10000,233763
205,0.05,10500,245452
205,0.05,11000,257140
205,0.05,11500,268828
205,0.05,12000,280517
205,0.05,12500,292205
205,0.05,13000,303893
205,0.05,13500,315582
205,0.05,14000,327270
205,0.05,14500,338958
205,0.05,15000,350647
206,0.01,10000,40421.9
206,0.01,10500,42443
206,0.01,11000,44464.2
206,0.01,11500,46485.3
206,0.01,12000,48506.4
206,0.01,12500,50527.5
206,0.01,13000,52548.7
206,0.01,13500,54569.8
206,0.01,14000,56590.9
206,0.01,14500,58612
206,0.01,15000,60633.2
206,0.02,10000,80843.8
