 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Latitude (Degree), Longitude (Degree), Cartesian X, Cartesian Y, Cartesian Z
-90,14,-4.2413e-08,-1.05747e-08,-1
-90,15,-4.2222e-08,-1.13133e-08,-1
-90,16,-4.20181e-08,-1.20485e-08,-1
-90,17,-4.18014e-08,-1.278e-08,-1
-90,18,-4.1572e-08,-1.35076e-08,-1
-90,19,-4.13299e-08,-1.4231e-08,-1
-90,20,-4.10753e-08,-1.49502e-08,-1
-90,21,-4.08081e-08,-1.56648e-08,-1
-90,22,-4.05285e-08,-1.63746e-08,-1
-90,23,-4.02365e-08,-1.70794e-08,-1
-90,24,-3.99323e-08,-1.7779e-08,-1
-90,25,-3.9616e-08,-1.84732e-08,-1
-90,26,-3.92875e-08,-1.91618e-08,-1
-90,27,-3.89471e-08,-1.98446e-08,-1
-90,28,-3.85949e-08,-2.05213e-08,-1
-90,29,-3.82308e-08,-2.11917e-08,-1
-90,30,-3.78552e-08,-2.18557e-08,-1
-90,31,-3.7468e-08,-2.2513e-08,-1
-90,32,-3.70694e-08,-2.31635e-08,-1
-90,33,-3.66595e-08,-2.38069e-08,-1
-90,34,-3.62384e-08,-2.44431e-08,-1
-90,35,-3.58063e-08,-2.50718e-08,-1
-90,36,-3.53633e-08,-2.56929e-08,-1
-90,37,-3.49095e-08,-2.63062e-08,-1
-90,38,-3.4445e-08,-2.69114e-08,-1
-90,39,-3.39701e-08,-2.75085e-08,-1
-90,40,-3.34849e-08,-2.80971e-08,-1
-90,41,-3.29894e-08,-2.86773e-08,-1
-90,42,-3.24839e-08,-2.92486e-08,-1
-90,43,-3.19685e-08,-2.98111e-08,-1
-90,44,-3.14433e-08,-3.03645e-08,-1
-90,45,-3.09086e-08,-3.09086e-08,-1
-90,46,-3.03645e-08,-3.14433e-08,-1
-90,47,-2.98111e-08,-3.19685e-08,-1
-90,48,-2.92486e-08,-3.24839e-08,-1
-90,49,-2.86773e-08,-3.29894e-08,-1
-90,50,-2.80971e-08,-3.34849e-08,-1
-90,51,-2.75085e-08,-3.39701e-08,-1
-90,52,-2.69114e-08,-3.4445e-08,-1
-90,53,-2.63062e-08,-3.49095e-08,-1
-90,54,-2.56929e-08,-3.53633e-08,-1
-90,55,-2.50718e-08,-3.58063e-08,-1
-90,56,-2.44431e-08,-3.62384e-08,-1
-90,57,-2.38069e-08,-3.66595e-08,-1
-90,58,-2.31635e-08,-3.70694e-08,-1
-90,59,-2.2513e-08,-3.7468e-08,-1
-90,60,-2.18557e-08,-3.78552e-08,-1
-90,61,-2.11917e-08,-3.82308e-08,-1
-90,62,-2.05213e-08,-3.85949e-08,-1
-90,63,-1.98446e-08,-3.89471e-08,-1
-90,64,-1.91618e-08,-3.92875e-08,-1
-90,65,-1.84732e-08,-3.9616e-08,-1
-90,66,-1.7779e-08,-3.99323e-08,-1
-90,67,-1.70794e-08,-4.02365e-08,-1
-90,68,-1.63746e-08,-4.05285e-08,-1
-90,69,-1.56648e-08,-4.08081e-08,-1
-90,70,-1.49502e-08,-4.10753e-08,-1
-90,71,-1.4231e-08,-4.13299e-08,-1
-90,72,-1.35076e-08,-4.1572e-08,-1
-90,73,-1.278e-08,-4.18014e-08,-1
-90,74,-1.20485e-08,-4.20181e-08,-1
-90,75,-1.13133e-08,-4.2222e-08,-1
-90,76,-1.05747e-08,-4.2413e-08,-1
-90,77,-9.83292e-09,-4.25911e-08,-1
-90,78,-9.08811e-09,-4.27562e-08,-1
-90,79,-8.34053e-09,-4.29083e-08,-1
-90,80,-7.5904e-09,-4.30473e-08,-1
-90,81,-6.83797e-09,-4.31732e-08,-1
-90,82,-6.08345e-09,-4.3286e-08,-1
-90,83,-5.32708e-09,-4.33856e-08,-1
-90,84,-4.56908e-09,-4.34719e-08,-1
-90,85,-3.8097e-09,-4.35451e-08,-1
-90,86,-3.04915e-09,-4.36049e-08,-1
-90,87,-2.28768e-09,-4.36515e-08,-1
-90,88,-1.52551e-09,-4.36848e-08,-1
-90,89,-7.62868e-10,-4.37047e-08,-1
-90,90,1.91069e-15,-4.37114e-08,-1
-90,91,7.62867e-10,-4.37047e-08,-1
-90,92,1.5255e-09,-4.36848e-08,-1
-90,93,2.28768e-09,-4.36515e-08,-1
-90,94,3.04915e-09,-4.36049e-08,-1
-90,95,3.8097e-09,-4.35451e-08,-1
-90,96,4.56909e-09,-4.34719e-08,-1
-90,97,5.32708e-09,-4.33856e-08,-1
-90,98,6.08345e-09,-4.3286e-08,-1
-90,99,6.83797e-09,-4.31732e-08,-1
-90,100,7.5904e-09,-4.30473e-08,-1
-90,101,8.34053e-09,-4.29083e-08,-1
-90,102,9.08811e-09,-4.27562e-08,-1
-90,103,9.83292e-09,-4.25911e-08,-1
-90,104,1.05747e-08,-4.2413e-08,-1
-90,105,1.13133e-08,-4.2222e-08,-1
-90,106,1.20485e-08,-4.20181e-08,-1
-90,107,1.278e-08,-4.18014e-08,-1
-90,108,1.35076e-08,-4.1572e-08,-1
-90,109,1.4231e-08,-4.13299e-08,-1
-90,110,1.49502e-08,-4.10753e-08,-1
-90,111,1.56648e-08,-4.08081e-08,-1
-90,112,1.63746e-08,-4.05285e-08,-1
-90,113,1.70794e-08,-4.02365e-08,-1
-90,114,1.7779e-08,-3.99323e-08,-1
-90,115,1.84732e-08,-3.9616e-08,-1
-90,116,1.91618e-08,-3.92875e-08,-1
-90,117,1.98446e-08,-3.89471e-08,-1
-90,118,2.05213e-08,-3.85949e-08,-1
-90,119,2.11917e-08,-3.82308e-08,-1
-90,120,2.18557e-08,-3.78552e-08,-1
-90,121,2.2513e-08,-3.7468e-08,-1
-90,122,2.31635e-08,-3.70694e-08,-1
-90,123,2.38069e-08,-3.66595e-08,-1
-90,124,2.44431e-08,-3.62384e-08,-1
-90,125,2.50718e-08,-3.58063e-08,-1
-90,126,2.56929e-08,-3.53633e-08,-1
-90,127,2.63062e-08,-3.49095e-08,-1
-90,128,2.69114e-08,-3.4445e-08,-1
-90,129,2.75085e-08,-3.39701e-08,-1
-90,130,2.80971e-08,-3.34849e-08,-1
-90,131,2.86772e-08,-3.29894e-08,-1
-90,132,2.92486e-08,-3.24839e-08,-1
-90,133,2.98111e-08,-3.19685e-08,-1
-90,134,3.03645e-08,-3.14433e-08,-1
-90,135,3.09086e-08,-3.09086e-08,-1
-90,136,3.14433e-08,-3.03645e-08,-1
-90,137,3.19685e-08,-2.98111e-08,-1
-90,138,3.24839e-08,-2.92486e-08,-1
-90,139,3.29894e-08,-2.86772e-08,-1
-90,140,3.34849e-08,-2.80971e-08,-1
-90,141,3.39701e-08,-2.75085e-08,-1
-90,142,3.4445e-08,-2.69114e-08,-1
-90,143,3.49095e-08,-2.63062e-08,-1
-90,144,3.53633e-08,-2.56929e-08,-1
-90,145,3.58063e-08,-2.50718e-08,-1
-90,146,3.62384e-08,-2.44431e-08,-1
-90,147,3.66595e-08,-2.38069e-08,-1
-90,148,3.70694e-08,-2.31635e-08,-1
-90,149,3.7468e-08,-2.2513e-08,-1
-90,150,3.78552e-08,-2.18557e-08,-1
-90,151,3.82308e-08,-2.11917e-08,-1
-90,152,3.85949e-08,-2.05213e-08,-1
-90,153,3.89471e-08,-1.98446e-08,-1
-90,154,3.92875e-08,-1.91618e-08,-1
-90,155,3.9616e-08,-1.84732e-08,-1
-90,156,3.99323e-08,-1.7779e-08,-1
-90,157,4.02365e-08,-1.70794e-08,-1
-90,158,4.05285e-08,-1.63746e-08,-1
-90,159,4.08081e-08,-1.56648e-08,-1
-90,160,4.10753e-08,-1.49502e-08,-1
-90,161,4.13299e-08,-1.4231e-08,-1
-90,162,4.1572e-08,-1.35076e-08,-1
-90,163,4.18014e-08,-1.278e-08,-1
-90,164,4.20181e-08,-1.20485e-08,-1
-90,165,4.2222e-08,-1.13133e-08,-1
-90,166,4.2413e-08,-1.05747e-08,-1
-90,167,4.25911e-08,-9.83293e-09,-1
-90,168,4.27562e-08,-9.08811e-09,-1
-90,169,4.29083e-08,-8.34053e-09,-1
-90,170,4.30473e-08,-7.59041e-09,-1
-90,171,4.31732e-08,-6.83797e-09,-1
-90,172,4.3286e-08,-6.08345e-09,-1
-90,173,4.33856e-08,-5.32708e-09,-1
-90,174,4.34719e-08,-4.56909e-09,-1
-90,175,4.35451e-08,-3.8097e-09,-1
-90,176,4.36049e-08,-3.04915e-09,-1
-90,177,4.36515e-08,-2.28768e-09,-1
-90,178,4.36848e-08,-1.5255e-09,-1
-90,179,4.37047e-08,-7.62871e-10,-1
-90,180,4.37114e-08,3.82137e-15,-1
-89,-180,-0.0174524,1.52574e-09,-0.999848
-89,-179,-0.0174497,-0.000304587,-0.999848
-89,-178,-0.0174418,-0.000609079,-0.999848
-89,-177,-0.0174285,-0.000913389,-0.999848
-89,-176,-0.0174099,-0.00121742,-0.999848
-89,-175,-0.017386,-0.00152108,-0.999848
-89,-174,-0.0173568,-0.00182427,-0.999848
-89,-173,-0.0173223,-0.00212691,-0.999848
-89,-172,-0.0172825,-0.0024289,-0.999848
-89,-171,-0.0172375,-0.00273015,-0.999848
-89,-170,-0.0171872,-0.00303058,-0.999848
-89,-169,-0.0171317,-0.00333007,-0.999848
-89,-168,-0.017071,-0.00362855,-0.999848
-89,-167,-0.0170051,-0.00392593,-0.999848
-89,-166,-0.016934,-0.00422211,-0.999848
-89,-165,-0.0168577,-0.00451701,-0.999848
-89,-164,-0.0167763,-0.00481053,-0.999848
-89,-163,-0.0166898,-0.00510259,-0.999848
-89,-162,-0.0165982,-0.00539308,-0.999848
-89,-161,-0.0165016,-0.00568194,-0.999848
-89,-160,-0.0163999,-0.00596907,-0.999848
-89,-159,-0.0162932,-0.00625437,-0.999848
-89,-158,-0.0161816,-0.00653778,-0.999848
-89,-157,-0.016065,-0.00681919,-0.999848
-89,-156,-0.0159435,-0.00709852,-0.999848
-89,-155,-0.0158172,-0.0073757,-0.999848
-89,-154,-0.0156861,-0.00765062,-0.999848
-89,-153,-0.0155502,-0.00792322,-0.999848
-89,-152,-0.0154095,-0.0081934,-0.999848
-89,-151,-0.0152642,-0.00846108,-0.999848
-89,-150,-0.0151142,-0.00872619,-0.999848
-89,-149,-0.0149596,-0.00898864,-0.999848
-89,-148,-0.0148005,-0.00924836,-0.999848
-89,-147,-0.0146368,-0.00950525,-0.999848
-89,-146,-0.0144687,-0.00975925,-0.999848
-89,-145,-0.0142962,-0.0100103,-0.999848
-89,-144,-0.0141193,-0.0102583,-0.999848
-89,-143,-0.0139381,-0.0105031,-0.999848
-89,-142,-0.0137527,-0.0107448,-0.999848
-89,-141,-0.013563,-0.0109831,-0.999848
-89,-140,-0.0133693,-0.0112182,-0.999848
-89,-139,-0.0131715,-0.0114498,-0.999848
-89,-138,-0.0129696,-0.0116779,-0.999848
-89,-137,-0.0127639,-0.0119025,-0.999848
-89,-136,-0.0125542,-0.0121234,-0.999848
-89,-135,-0.0123407,-0.0123407,-0.999848
-89,-134,-0.0121234,-0.0125542,-0.999848
-89,-133,-0.0119025,-0.0127639,-0.999848
-89,-132,-0.0116779,-0.0129696,-0.999848
-89,-131,-0.0114498,-0.0131715,-0.999848
-89,-130,-0.0112182,-0.0133693,-0.999848
-89,-129,-0.0109831,-0.0135631,-0.999848
-89,-128,-0.0107448,-0.0137527,-0.999848
-89,-127,-0.0105031,-0.0139381,-0.999848
-89,-126,-0.0102583,-0.0141193,-0.999848
-89,-125,-0.0100103,-0.0142962,-0.999848
-89,-124,-0.00975925,-0.0144687,-0.999848
-89,-123,-0.00950525,-0.0146368,-0.999848
-89,-122,-0.00924836,-0.0148005,-0.999848
-89,-121,-0.00898864,-0.0149596,-0.999848
-89,-120,-0.00872619,-0.0151142,-0.999848
-89,-119,-0.00846108,-0.0152642,-0.999848
-89,-118,-0.0081934,-0.0154095,-0.999848
-89,-117,-0.00792321,-0.0155502,-0.999848
-89,-116,-0.00765062,-0.0156861,-0.999848
-89,-115,-0.0073757,-0.0158172,-0.999848
-89,-114,-0.00709852,-0.0159435,-0.999848
-89,-113,-0.00681919,-0.016065,-0.999848
-89,-112,-0.00653778,-0.0161816,-0.999848
-89,-111,-0.00625437,-0.0162932,-0.999848
-89,-110,-0.00596907,-0.0163999,-0.999848
-89,-109,-0.00568194,-0.0165016,-0.999848
-89,-108,-0.00539308,-0.0165982,-0.999848
-89,-107,-0.00510258,-0.0166898,-0.999848
-89,-106,-0.00481053,-0.0167763,-0.999848
-89,-105,-0.00451701,-0.0168577,-0.999848
-89,-104,-0.00422211,-0.016934,-0.999848
-89,-103,-0.00392593,-0.0170051,-0.999848
-89,-102,-0.00362855,-0.017071,-0.999848
-89,-101,-0.00333007,-0.0171317,-0.999848
-89,-100,-0.00303057,-0.0171872,-0.999848
-89,-99,-0.00273015,-0.0172375,-0.999848
-89,-98,-0.0024289,-0.0172825,-0.999848
-89,-97,-0.00212691,-0.0173223,-0.999848
-89,-96,-0.00182427,-0.0173568,-0.999848
-89,-95,-0.00152108,-0.017386,-0.999848
-89,-94,-0.00121742,-0.0174099,-0.999848
-89,-93,-0.000913387,-0.0174285,-0.999848
-89,-92,-0.000609079,-0.0174418,-0.999848
-89,-91,-0.000304585,-0.0174497,-0.999848
-89,-90,-7.62868e-10,-0.0174524,-0.999848
-89,-89,0.000304586,-0.0174497,-0.999848
-89,-88,0.000609079,-0.0174418,-0.999848
-89,-87,0.000913387,-0.0174285,-0.999848
-89,-86,0.00121742,-0.0174099,-0.999848
-89,-85,0.00152108,-0.017386,-0.999848
-89,-84,0.00182427,-0.0173568,-0.999848
-89,-83,0.00212691,-0.0173223,-0.999848
-89,-82,0.0024289,-0.0172825,-0.999848
-89,-81,0.00273015,-0.0172375,-0.999848
-89,-80,0.00303058,-0.0171872,-0.999848
-89,-79,0.00333007,-0.0171317,-0.999848
-89,-78,0.00362855,-0.017071,-0.999848
-89,-77,0.00392593,-0.0170051,-0.999848
-89,-76,0.00422211,-0.016934,-0.999848
-89,-75,0.00451701,-0.0168577,-0.999848
-89,-74,0.00481053,-0.0167763,-0.999848
-89,-73,0.00510258,-0.0166898,-0.999848
-89,-72,0.00539308,-0.0165982,-0.999848
-89,-71,0.00568194,-0.0165016,-0.999848
-89,-70,0.00596907,-0.0163999,-0.999848
-89,-69,0.00625438,-0.0162932,-0.999848
-89,-68,0.00653778,-0.0161816,-0.999848
-89,-67,0.00681919,-0.016065,-0.999848
-89,-66,0.00709852,-0.0159435,-0.999848
-89,-65,0.0073757,-0.0158172,-0.999848
-89,-64,0.00765062,-0.0156861,-0.999848
-89,-63,0.00792322,-0.0155502,-0.999848
-89,-62,0.0081934,-0.0154095,-0.999848
-89,-61,0.00846108,-0.0152642,-0.999848
-89,-60,0.00872619,-0.0151142,-0.999848
-89,-59,0.00898864,-0.0149596,-0.999848
-89,-58,0.00924835,-0.0148005,-0.999848
-89,-57,0.00950525,-0.0146368,-0.999848
-89,-56,0.00975925,-0.0144687,-0.999848
-89,-55,0.0100103,-0.0142962,-0.999848
-89,-54,0.0102583,-0.0141193,-0.999848
-89,-53,0.0105031,-0.0139381,-0.999848
-89,-52,0.0107448,-0.0137527,-0.999848
-89,-51,0.0109831,-0.013563,-0.999848
-89,-50,0.0112182,-0.0133693,-0.999848
-89,-49,0.0114498,-0.0131715,-0.999848
-89,-48,0.0116779,-0.0129696,-0.999848
-89,-47,0.0119025,-0.0127639,-0.999848
-89,-46,0.0121234,-0.0125542,-0.999848
-89,-45,0.0123407,-0.0123407,-0.999848
-89,-44,0.0125542,-0.0121234,-0.999848
-89,-43,0.0127639,-0.0119025,-0.999848
-89,-42,0.0129696,-0.0116779,-0.999848
-89,-41,0.0131715,-0.0114498,-0.999848
-89,-40,0.0133693,-0.0112182,-0.999848
-89,-39,0.013563,-0.0109831,-0.999848
-89,-38,0.0137527,-0.0107448,-0.999848
-89,-37,0.0139381,-0.0105031,-0.999848
-89,-36,0.0141193,-0.0102583,-0.999848
-89,-35,0.0142962,-0.0100103,-0.999848
-89,-34,0.0144687,-0.00975925,-0.999848
-89,-33,0.0146368,-0.00950525,-0.999848
-89,-32,0.0148005,-0.00924835,-0.999848
-89,-31,0.0149596,-0.00898864,-0.999848
-89,-30,0.0151142,-0.00872619,-0.999848
-89,-29,0.0152642,-0.00846108,-0.999848
-89,-28,0.0154095,-0.0081934,-0.999848
-89,-27,0.0155502,-0.00792322,-0.999848
-89,-26,0.0156861,-0.00765062,-0.999848
-89,-25,0.0158172,-0.0073757,-0.999848
-89,-24,0.0159435,-0.00709852,-0.999848
-89,-23,0.016065,-0.00681919,-0.999848
-89,-22,0.0161816,-0.00653778,-0.999848
-89,-21,0.0162932,-0.00625437,-0.999848
-89,-20,0.0163999,-0.00596907,-0.999848
-89,-19,0.0165016,-0.00568194,-0.999848
-89,-18,0.0165982,-0.00539308,-0.999848
-89,-17,0.0166898,-0.00510258,-0.999848
-89,-16,0.0167763,-0.00481053,-0.999848
-89,-15,0.0168577,-0.00451701,-0.999848
-89,-14,0.016934,-0.00422211,-0.999848
-89,-13,0.0170051,-0.00392593,-0.999848
-89,-12,0.017071,-0.00362855,-0.999848
-89,-11,0.0171317,-0.00333007,-0.999848
-89,-10,0.0171872,-0.00303057,-0.999848
-89,-9,0.0172375,-0.00273015,-0.999848
