 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Latitude (Degree), Longitude (Degree), Cartesian X, Cartesian Y, Cartesian Z
-51,99,-0.0984474,0.621572,-0.777146
-51,100,-0.10928,0.61976,-0.777146
-51,101,-0.12008,0.617758,-0.777146
-51,102,-0.130843,0.615568,-0.777146
-51,103,-0.141566,0.613191,-0.777146
-51,104,-0.152246,0.610627,-0.777146
-51,105,-0.16288,0.607877,-0.777146
-51,106,-0.173464,0.604942,-0.777146
-51,107,-0.183996,0.601822,-0.777146
-51,108,-0.194471,0.598519,-0.777146
-51,109,-0.204887,0.595034,-0.777146
-51,110,-0.21524,0.591368,-0.777146
-51,111,-0.225528,0.587521,-0.777146
-51,112,-0.235748,0.583496,-0.777146
-51,113,-0.245895,0.579293,-0.777146
-51,114,-0.255968,0.574913,-0.777146
-51,115,-0.265962,0.570358,-0.777146
-51,116,-0.275876,0.565629,-0.777146
-51,117,-0.285705,0.560729,-0.777146
-51,118,-0.295448,0.555657,-0.777146
-51,119,-0.305101,0.550416,-0.777146
-51,120,-0.31466,0.545007,-0.777146
-51,121,-0.324124,0.539433,-0.777146
-51,122,-0.333489,0.533694,-0.777146
-51,123,-0.342752,0.527793,-0.777146
-51,124,-0.351911,0.52173,-0.777146
-51,125,-0.360963,0.515509,-0.777146
-51,126,-0.369905,0.509131,-0.777146
-51,127,-0.378735,0.502598,-0.777146
-51,128,-0.387448,0.495911,-0.777146
-51,129,-0.396044,0.489074,-0.777146
-51,130,-0.404519,0.482087,-0.777146
-51,131,-0.412871,0.474954,-0.777146
-51,132,-0.421098,0.467676,-0.777146
-51,133,-0.429195,0.460256,-0.777146
-51,134,-0.437163,0.452695,-0.777146
-51,135,-0.444997,0.444997,-0.777146
-51,136,-0.452695,0.437163,-0.777146
-51,137,-0.460256,0.429195,-0.777146
-51,138,-0.467676,0.421098,-0.777146
-51,139,-0.474954,0.412871,-0.777146
-51,140,-0.482087,0.404519,-0.777146
-51,141,-0.489074,0.396044,-0.777146
-51,142,-0.495911,0.387448,-0.777146
-51,143,-0.502598,0.378735,-0.777146
-51,144,-0.509131,0.369905,-0.777146
-51,145,-0.515509,0.360963,-0.777146
-51,146,-0.52173,0.351912,-0.777146
-51,147,-0.527793,0.342752,-0.777146
-51,148,-0.533694,0.333489,-0.777146
-51,149,-0.539433,0.324124,-0.777146
-51,150,-0.545007,0.31466,-0.777146
-51,151,-0.550416,0.305101,-0.777146
-51,152,-0.555657,0.295448,-0.777146
-51,153,-0.560729,0.285706,-0.777146
-51,154,-0.565629,0.275876,-0.777146
-51,155,-0.570358,0.265962,-0.777146
-51,156,-0.574913,0.255968,-0.777146
-51,157,-0.579293,0.245895,-0.777146
-51,158,-0.583496,0.235748,-0.777146
-51,159,-0.587521,0.225528,-0.777146
-51,160,-0.591368,0.21524,-0.777146
-51,161,-0.595034,0.204887,-0.777146
-51,162,-0.598519,0.194471,-0.777146
-51,163,-0.601822,0.183996,-0.777146
-51,164,-0.604942,0.173464,-0.777146
-51,165,-0.607877,0.16288,-0.777146
-51,166,-0.610627,0.152246,-0.777146
-51,167,-0.613191,0.141566,-0.777146
-51,168,-0.615568,0.130843,-0.777146
-51,169,-0.617758,0.12008,-0.777146
-51,170,-0.61976,0.10928,-0.777146
-51,171,-0.621572,0.0984474,-0.777146
-51,172,-0.623196,0.0875845,-0.777146
-51,173,-0.62463,0.0766948,-0.777146
-51,174,-0.625873,0.0657819,-0.777146
-51,175,-0.626926,0.054849,-0.777146
-51,176,-0.627787,0.0438992,-0.777146
-51,177,-0.628458,0.0329361,-0.777146
-51,178,-0.628937,0.0219629,-0.777146
-51,179,-0.629225,0.0109832,-0.777146
-51,180,-0.62932,-5.50169e-08,-0.777146
-50,-180,-0.642788,5.61943e-08,-0.766044
-50,-179,-0.64269,-0.0112182,-0.766044
-50,-178,-0.642396,-0.0224329,-0.766044
-50,-177,-0.641907,-0.033641,-0.766044
-50,-176,-0.641222,-0.0448386,-0.766044
-50,-175,-0.640342,-0.0560227,-0.766044
-50,-174,-0.639266,-0.0671896,-0.766044
-50,-173,-0.637996,-0.0783361,-0.766044
-50,-172,-0.636532,-0.0894588,-0.766044
-50,-171,-0.634874,-0.100554,-0.766044
-50,-170,-0.633022,-0.111619,-0.766044
-50,-169,-0.630978,-0.12265,-0.766044
-50,-168,-0.628741,-0.133643,-0.766044
-50,-167,-0.626313,-0.144596,-0.766044
-50,-166,-0.623694,-0.155504,-0.766044
-50,-165,-0.620885,-0.166366,-0.766044
-50,-164,-0.617887,-0.177176,-0.766044
-50,-163,-0.614701,-0.187933,-0.766044
-50,-162,-0.611327,-0.198632,-0.766044
-50,-161,-0.607768,-0.209271,-0.766044
-50,-160,-0.604023,-0.219846,-0.766044
-50,-159,-0.600094,-0.230354,-0.766044
-50,-158,-0.595982,-0.240793,-0.766044
-50,-157,-0.591689,-0.251157,-0.766044
-50,-156,-0.587216,-0.261445,-0.766044
-50,-155,-0.582563,-0.271654,-0.766044
-50,-154,-0.577734,-0.28178,-0.766044
-50,-153,-0.572728,-0.29182,-0.766044
-50,-152,-0.567548,-0.301771,-0.766044
-50,-151,-0.562195,-0.31163,-0.766044
-50,-150,-0.55667,-0.321394,-0.766044
-50,-149,-0.550977,-0.33106,-0.766044
-50,-148,-0.545115,-0.340626,-0.766044
-50,-147,-0.539087,-0.350087,-0.766044
-50,-146,-0.532895,-0.359442,-0.766044
-50,-145,-0.526541,-0.368688,-0.766044
-50,-144,-0.520026,-0.377821,-0.766044
-50,-143,-0.513353,-0.386839,-0.766044
-50,-142,-0.506524,-0.39574,-0.766044
-50,-141,-0.49954,-0.404519,-0.766044
-50,-140,-0.492404,-0.413176,-0.766044
-50,-139,-0.485118,-0.421707,-0.766044
-50,-138,-0.477684,-0.430109,-0.766044
-50,-137,-0.470105,-0.43838,-0.766044
-50,-136,-0.462383,-0.446518,-0.766044
-50,-135,-0.454519,-0.454519,-0.766044
-50,-134,-0.446518,-0.462383,-0.766044
-50,-133,-0.43838,-0.470105,-0.766044
-50,-132,-0.430109,-0.477684,-0.766044
-50,-131,-0.421707,-0.485118,-0.766044
-50,-130,-0.413176,-0.492404,-0.766044
-50,-129,-0.404519,-0.49954,-0.766044
-50,-128,-0.39574,-0.506524,-0.766044
-50,-127,-0.386839,-0.513353,-0.766044
-50,-126,-0.377821,-0.520026,-0.766044
-50,-125,-0.368688,-0.526541,-0.766044
-50,-124,-0.359442,-0.532895,-0.766044
-50,-123,-0.350087,-0.539087,-0.766044
-50,-122,-0.340626,-0.545115,-0.766044
-50,-121,-0.33106,-0.550977,-0.766044
-50,-120,-0.321394,-0.55667,-0.766044
-50,-119,-0.31163,-0.562195,-0.766044
-50,-118,-0.301771,-0.567548,-0.766044
-50,-117,-0.291819,-0.572728,-0.766044
-50,-116,-0.28178,-0.577734,-0.766044
-50,-115,-0.271654,-0.582563,-0.766044
-50,-114,-0.261445,-0.587216,-0.766044
-50,-113,-0.251157,-0.591689,-0.766044
-50,-112,-0.240792,-0.595982,-0.766044
-50,-111,-0.230354,-0.600094,-0.766044
-50,-110,-0.219846,-0.604023,-0.766044
-50,-109,-0.209271,-0.607768,-0.766044
-50,-108,-0.198632,-0.611327,-0.766044
-50,-107,-0.187933,-0.614701,-0.766044
-50,-106,-0.177176,-0.617887,-0.766044
-50,-105,-0.166366,-0.620885,-0.766044
-50,-104,-0.155504,-0.623694,-0.766044
-50,-103,-0.144596,-0.626313,-0.766044
-50,-102,-0.133643,-0.628741,-0.766044
-50,-101,-0.12265,-0.630978,-0.766044
-50,-100,-0.111619,-0.633022,-0.766044
-50,-99,-0.100554,-0.634874,-0.766044
-50,-98,-0.0894587,-0.636532,-0.766044
-50,-97,-0.0783361,-0.637996,-0.766044
-50,-96,-0.0671896,-0.639266,-0.766044
-50,-95,-0.0560226,-0.640342,-0.766044
-50,-94,-0.0448386,-0.641222,-0.766044
-50,-93,-0.0336409,-0.641907,-0.766044
-50,-92,-0.0224329,-0.642396,-0.766044
-50,-91,-0.0112182,-0.64269,-0.766044
-50,-90,-2.80971e-08,-0.642788,-0.766044
-50,-89,0.0112182,-0.64269,-0.766044
-50,-88,0.022433,-0.642396,-0.766044
-50,-87,0.0336409,-0.641907,-0.766044
-50,-86,0.0448386,-0.641222,-0.766044
-50,-85,0.0560227,-0.640342,-0.766044
-50,-84,0.0671896,-0.639266,-0.766044
-50,-83,0.0783361,-0.637996,-0.766044
-50,-82,0.0894587,-0.636532,-0.766044
-50,-81,0.100554,-0.634874,-0.766044
-50,-80,0.111619,-0.633022,-0.766044
-50,-79,0.12265,-0.630978,-0.766044
-50,-78,0.133643,-0.628741,-0.766044
-50,-77,0.144596,-0.626313,-0.766044
-50,-76,0.155504,-0.623694,-0.766044
-50,-75,0.166366,-0.620885,-0.766044
-50,-74,0.177176,-0.617887,-0.766044
-50,-73,0.187933,-0.614701,-0.766044
-50,-72,0.198632,-0.611327,-0.766044
-50,-71,0.209271,-0.607768,-0.766044
-50,-70,0.219846,-0.604023,-0.766044
-50,-69,0.230355,-0.600094,-0.766044
-50,-68,0.240793,-0.595982,-0.766044
-50,-67,0.251157,-0.591689,-0.766044
-50,-66,0.261445,-0.587216,-0.766044
-50,-65,0.271654,-0.582563,-0.766044
-50,-64,0.28178,-0.577734,-0.766044
-50,-63,0.291819,-0.572728,-0.766044
-50,-62,0.301771,-0.567548,-0.766044
-50,-61,0.31163,-0.562195,-0.766044
-50,-60,0.321394,-0.55667,-0.766044
-50,-59,0.33106,-0.550977,-0.766044
-50,-58,0.340626,-0.545115,-0.766044
-50,-57,0.350087,-0.539087,-0.766044
-50,-56,0.359442,-0.532895,-0.766044
-50,-55,0.368688,-0.526541,-0.766044
-50,-54,0.377821,-0.520026,-0.766044
-50,-53,0.386839,-0.513353,-0.766044
-50,-52,0.39574,-0.506524,-0.766044
-50,-51,0.404519,-0.49954,-0.766044
-50,-50,0.413176,-0.492404,-0.766044
-50,-49,0.421707,-0.485118,-0.766044
-50,-48,0.430109,-0.477684,-0.766044
-50,-47,0.43838,-0.470105,-0.766044
-50,-46,0.446518,-0.462383,-0.766044
-50,-45,0.454519,-0.454519,-0.766044
-50,-44,0.462383,-0.446518,-0.766044
-50,-43,0.470105,-0.43838,-0.766044
-50,-42,0.477684,-0.430109,-0.766044
-50,-41,0.485118,-0.421707,-0.766044
-50,-40,0.492404,-0.413176,-0.766044
-50,-39,0.49954,-0.404519,-0.766044
-50,-38,0.506524,-0.39574,-0.766044
-50,-37,0.513353,-0.386839,-0.766044
-50,-36,0.520026,-0.377821,-0.766044
-50,-35,0.526541,-0.368688,-0.766044
-50,-34,0.532895,-0.359442,-0.766044
-50,-33,0.539087,-0.350087,-0.766044
-50,-32,0.545115,-0.340626,-0.766044
-50,-31,0.550977,-0.33106,-0.766044
-50,-30,0.55667,-0.321394,-0.766044
-50,-29,0.562195,-0.31163,-0.766044
-50,-28,0.567548,-0.301771,-0.766044
-50,-27,0.572728,-0.291819,-0.766044
-50,-26,0.577734,-0.28178,-0.766044
-50,-25,0.582563,-0.271654,-0.766044
-50,-24,0.587216,-0.261445,-0.766044
-50,-23,0.591689,-0.251157,-0.766044
-50,-22,0.595982,-0.240792,-0.766044
-50,-21,0.600094,-0.230354,-0.766044
-50,-20,0.604023,-0.219846,-0.766044
-50,-19,0.607768,-0.209271,-0.766044
-50,-18,0.611327,-0.198632,-0.766044
-50,-17,0.614701,-0.187933,-0.766044
-50,-16,0.617887,-0.177176,-0.766044
-50,-15,0.620885,-0.166366,-0.766044
-50,-14,0.623694,-0.155504,-0.766044
-50,-13,0.626313,-0.144596,-0.766044
-50,-12,0.628741,-0.133643,-0.766044
-50,-11,0.630978,-0.12265,-0.766044
-50,-10,0.633022,-0.111619,-0.766044
-50,-9,0.634874,-0.100554,-0.766044
-50,-8,0.636532,-0.0894587,-0.766044
-50,-7,0.637996,-0.0783361,-0.766044
-50,-6,0.639266,-0.0671896,-0.766044
-50,-5,0.640342,-0.0560226,-0.766044
-50,-4,0.641222,-0.0448386,-0.766044
-50,-3,0.641907,-0.0336409,-0.766044
-50,-2,0.642396,-0.022433,-0.766044
-50,-1,0.64269,-0.0112182,-0.766044
-50,0,0.642788,0,-0.766044
-50,1,0.64269,0.0112182,-0.766044
-50,2,0.642396,0.022433,-0.766044
-50,3,0.641907,0.0336409,-0.766044
-50,4,0.641222,0.0448386,-0.766044
-50,5,0.640342,0.0560226,-0.766044
-50,6,0.639266,0.0671896,-0.766044
-50,7,0.637996,0.0783361,-0.766044
-50,8,0.636532,0.0894587,-0.766044
-50,9,0.634874,0.100554,-0.766044
-50,10,0.633022,0.111619,-0.766044
-50,11,0.630978,0.12265,-0.766044
-50,12,0.628741,0.133643,-0.766044
-50,13,0.626313,0.144596,-0.766044
-50,14,0.623694,0.155504,-0.766044
-50,15,0.620885,0.166366,-0.766044
-50,16,0.617887,0.177176,-0.766044
-50,17,0.614701,0.187933,-0.766044
-50,18,0.611327,0.198632,-0.766044
-50,19,0.607768,0.209271,-0.766044
-50,20,0.604023,0.219846,-0.766044
-50,21,0.600094,0.230354,-0.766044
-50,22,0.595982,0.240792,-0.766044
-50,23,0.591689,0.251157,-0.766044
-50,24,0.587216,0.261445,-0.766044
-50,25,0.582563,0.271654,-0.766044
-50,26,0.577734,0.28178,-0.766044
-50,27,0.572728,0.291819,-0.766044
-50,28,0.567548,0.301771,-0.766044
-50,29,0.562195,0.31163,-0.766044
-50,30,0.55667,0.321394,-0.766044
-50,31,0.550977,0.33106,-0.766044
-50,32,0.545115,0.340626,-0.766044
-50,33,0.539087,0.350087,-0.766044
-50,34,0.532895,0.359442,-0.766044
-50,35,0.526541,0.368688,-0.766044
-50,36,0.520026,0.377821,-0.766044
-50,37,0.513353,0.386839,-0.766044
-50,38,0.506524,0.39574,-0.766044
-50,39,0.49954,0.404519,-0.766044
-50,40,0.492404,0.413176,-0.766044
-50,41,0.485118,0.421707,-0.766044
-50,42,0.477684,0.430109,-0.766044
-50,43,0.470105,0.43838,-0.766044
-50,44,0.462383,0.446518,-0.766044
-50,45,0.454519,0.454519,-0.766044
-50,46,0.446518,0.462383,-0.766044
-50,47,0.43838,0.470105,-0.766044
-50,48,0.430109,0.477684,-0.766044
-50,49,0.421707,0.485118,-0.766044
-50,50,0.413176,0.492404,-0.766044
-50,51,0.404519,0.49954,-0.766044
-50,52,0.39574,0.506524,-0.766044
-50,53,0.386839,0.513353,-0.766044
-50,54,0.377821,0.520026,-0.766044
-50,55,0.368688,0.526541,-0.766044
-50,56,0.359442,0.532895,-0.766044
-50,57,0.350087,0.539087,-0.766044
-50,58,0.340626,0.545115,-0.766044
-50,59,0.33106,0.550977,-0.766044
-50,60,0.321394,0.55667,-0.766044
-50,61,0.31163,0.562195,-0.766044
-50,62,0.301771,0.567548,-0.766044
-50,63,0.291819,0.572728,-0.766044
-50,64,0.28178,0.577734,-0.766044
-50,65,0.271654,0.582563,-0.766044
-50,66,0.261445,0.587216,-0.766044
-50,67,0.251157,0.591689,-0.766044
-50,68,0.240793,0.595982,-0.766044
-50,69,0.230355,0.600094,-0.766044
-50,70,0.219846,0.604023,-0.766044
-50,71,0.209271,0.607768,-0.766044
-50,72,0.198632,0.611327,-0.766044
-50,73,0.187933,0.614701,-0.766044
-50,74,0.177176,0.617887,-0.766044
-50,75,0.166366,0.620885,-0.766044
-50,76,0.155504,0.623694,-0.766044
-50,77,0.144596,0.626313,-0.766044
-50,78,0.133643,0.628741,-0.766044
-50,79,0.12265,0.630978,-0.766044
-50,80,0.111619,0.633022,-0.766044
-50,81,0.100554,0.634874,-0.766044
-50,82,0.0894587,0.636532,-0.766044
-50,83,0.0783361,0.637996,-0.766044
-50,84,0.0671896,0.639266,-0.766044
-50,85,0.0560227,0.640342,-0.766044
-50,86,0.0448386,0.641222,-0.766044
-50,87,0.0336409,0.641907,-0.766044
-50,88,0.022433,0.642396,-0.766044
-50,89,0.0112182,0.64269,-0.766044
-50,90,-2.80971e-08,0.642788,-0.766044
-50,91,-0.0112182,0.64269,-0.766044
-50,92,-0.0224329,0.642396,-0.766044
-50,93,-0.0336409,0.641907,-0.766044
-50,94,-0.0448386,0.641222,-0.766044
-50,95,-0.0560226,0.640342,-0.766044
-50,96,-0.0671896,0.639266,-0.766044
-50,97,-0.0783361,0.637996,-0.766044
-50,98,-0.0894587,0.636532,-0.766044
-50,99,-0.100554,0.634874,-0.766044
-50,100,-0.111619,0.633022,-0.766044
-50,101,-0.12265,0.630978,-0.766044
-50,102,-0.133643,0.628741,-0.766044
-50,103,-0.144596,0.626313,-0.766044
-50,104,-0.155504,0.623694,-0.766044
-50,105,-0.166366,0.620885,-0.766044
-50,106,-0.177176,0.617887,-0.766044
-50,107,-0.187933,0.614701,-0.766044
-50,108,-0.198632,0.611327,-0.766044
-50,109,-0.209271,0.607768,-0.766044
-50,110,-0.219846,0.604023,-0.766044
-50,111,-0.230354,0.600094,-0.766044
-50,112,-0.240792,0.595982,-0.766044
-50,113,-0.251157,0.591689,-0.766044
-50,114,-0.261445,0.587216,-0.766044
-50,115,-0.271654,0.582563,-0.766044
-50,116,-0.28178,0.577734,-0.766044
-50,117,-0.291819,0.572728,-0.766044
-50,118,-0.301771,0.567548,-0.766044
-50,119,-0.31163,0.562195,-0.766044
-50,120,-0.321394,0.55667,-0.766044
-50,121,-0.33106,0.550977,-0.766044
-50,122,-0.340626,0.545115,-0.766044
-50,123,-0.350087,0.539087,-0.766044
-50,124,-0.359442,0.532895,-0.766044
-50,125,-0.368688,0.526541,-0.766044
-50,126,-0.377821,0.520026,-0.766044
-50,127,-0.386839,0.513353,-0.766044
-50,128,-0.39574,0.506524,-0.766044
-50,129,-0.404519,0.49954,-0.766044
-50,130,-0.413176,0.492404,-0.766044
-50,131,-0.421707,0.485118,-0.766044
-50,132,-0.430109,0.477684,-0.766044
-50,133,-0.43838,0.470105,-0.766044
-50,134,-0.446518,0.462383,-0.766044
-50,135,-0.454519,0.454519,-0.766044
-50,136,-0.462383,0.446518,-0.766044
-50,137,-0.470105,0.43838,-0.766044
-50,138,-0.477684,0.430109,-0.766044
-50,139,-0.485118,0.421707,-0.766044
-50,140,-0.492404,0.413176,-0.766044
-50,141,-0.49954,0.404519,-0.766044
-50,142,-0.506524,0.39574,-0.766044
-50,143,-0.513353,0.386839,-0.766044
-50,144,-0.520026,0.377821,-0.766044
-50,145,-0.526541,0.368688,-0.766044
-50,146,-0.532895,0.359442,-0.766044
-50,147,-0.539087,0.350087,-0.766044
-50,148,-0.545115,0.340626,-0.766044
-50,149,-0.550977,0.33106,-0.766044
-50,150,-0.55667,0.321394,-0.766044
-50,151,-0.562195,0.31163,-0.766044
-50,152,-0.567548,0.301771,-0.766044
-50,153,-0.572728,0.29182,-0.766044
-50,154,-0.577734,0.28178,-0.766044
-50,155,-0.582563,0.271654,-0.766044
-50,156,-0.587216,0.261445,-0.766044
-50,157,-0.591689,0.251157,-0.766044
-50,158,-0.595982,0.240793,-0.766044
-50,159,-0.600094,0.230354,-0.766044
-50,160,-0.604023,0.219846,-0.766044
-50,161,-0.607768,0.209271,-0.766044
-50,162,-0.611327,0.198632,-0.766044
-50,163,-0.614701,0.187933,-0.766044
-50,164,-0.617887,0.177176,-0.766044
-50,165,-0.620885,0.166366,-0.766044
-50,166,-0.623694,0.155504,-0.766044
-50,167,-0.626313,0.144596,-0.766044
-50,168,-0.628741,0.133643,-0.766044
-50,169,-0.630978,0.12265,-0.766044
-50,170,-0.633022,0.111619,-0.766044
-50,171,-0.634874,0.100554,-0.766044
-50,172,-0.636532,0.0894588,-0.766044
-50,173,-0.637996,0.0783361,-0.766044
-50,174,-0.639266,0.0671896,-0.766044
-50,175,-0.640342,0.0560227,-0.766044
-50,176,-0.641222,0.0448386,-0.766044
-50,177,-0.641907,0.033641,-0.766044
-50,178,-0.642396,0.0224329,-0.766044
-50,179,-0.64269,0.0112182,-0.766044
-50,180,-0.642788,-5.61943e-08,-0.766044
-49,-180,-0.656059,5.73545e-08,-0.75471
-49,-179,-0.655959,-0.0114498,-0.75471
-49,-178,-0.655659,-0.0228961,-0.75471
-49,-177,-0.65516,-0.0343355,-0.75471
-49,-176,-0.654461,-0.0457644,-0.75471
-49,-175,-0.653562,-0.0571794,-0.75471
-49,-174,-0.652465,-0.0685769,-0.75471
-49,-173,-0.651169,-0.0799534,-0.75471
-49,-172,-0.649674,-0.0913058,-0.75471
-49,-171,-0.647982,-0.10263,-0.75471
-49,-170,-0.646092,-0.113924,-0.75471
-49,-169,-0.644005,-0.125182,-0.75471
-49,-168,-0.641723,-0.136402,-0.75471
-49,-167,-0.639244,-0.147581,-0.75471
-49,-166,-0.636571,-0.158715,-0.75471
-49,-165,-0.633704,-0.169801,-0.75471
-49,-164,-0.630644,-0.180834,-0.75471
-49,-163,-0.627392,-0.191813,-0.75471
-49,-162,-0.623949,-0.202733,-0.75471
-49,-161,-0.620316,-0.213592,-0.75471
-49,-160,-0.616494,-0.224385,-0.75471
-49,-159,-0.612484,-0.235111,-0.75471
-49,-158,-0.608287,-0.245764,-0.75471
-49,-157,-0.603905,-0.256343,-0.75471
-49,-156,-0.59934,-0.266843,-0.75471
-49,-155,-0.594591,-0.277263,-0.75471
-49,-154,-0.589662,-0.287597,-0.75471
-49,-153,-0.584553,-0.297845,-0.75471
-49,-152,-0.579266,-0.308001,-0.75471
-49,-151,-0.573802,-0.318064,-0.75471
-49,-150,-0.568164,-0.32803,-0.75471
-49,-149,-0.562352,-0.337895,-0.75471
-49,-148,-0.55637,-0.347658,-0.75471
-49,-147,-0.550217,-0.357315,-0.75471
-49,-146,-0.543898,-0.366864,-0.75471
-49,-145,-0.537412,-0.3763,-0.75471
-49,-144,-0.530763,-0.385622,-0.75471
-49,-143,-0.523952,-0.394826,-0.75471
-49,-142,-0.516982,-0.40391,-0.75471
-49,-141,-0.509854,-0.412871,-0.75471
-49,-140,-0.50257,-0.421707,-0.75471
-49,-139,-0.495134,-0.430413,-0.75471
-49,-138,-0.487547,-0.438989,-0.75471
-49,-137,-0.479811,-0.447431,-0.75471
-49,-136,-0.471929,-0.455737,-0.75471
-49,-135,-0.463904,-0.463904,-0.75471
-49,-134,-0.455737,-0.471929,-0.75471
-49,-133,-0.447431,-0.479811,-0.75471
-49,-132,-0.438989,-0.487547,-0.75471
-49,-131,-0.430413,-0.495134,-0.75471
-49,-130,-0.421707,-0.50257,-0.75471
-49,-129,-0.412871,-0.509854,-0.75471
-49,-128,-0.40391,-0.516982,-0.75471
-49,-127,-0.394826,-0.523952,-0.75471
-49,-126,-0.385622,-0.530763,-0.75471
-49,-125,-0.3763,-0.537412,-0.75471
-49,-124,-0.366864,-0.543898,-0.75471
-49,-123,-0.357315,-0.550217,-0.75471
-49,-122,-0.347658,-0.55637,-0.75471
-49,-121,-0.337895,-0.562352,-0.75471
-49,-120,-0.32803,-0.568164,-0.75471
-49,-119,-0.318064,-0.573802,-0.75471
-49,-118,-0.308001,-0.579266,-0.75471
-49,-117,-0.297844,-0.584553,-0.75471
-49,-116,-0.287597,-0.589662,-0.75471
-49,-115,-0.277263,-0.594591,-0.75471
-49,-114,-0.266843,-0.59934,-0.75471
-49,-113,-0.256343,-0.603905,-0.75471
-49,-112,-0.245764,-0.608287,-0.75471
-49,-111,-0.235111,-0.612484,-0.75471
-49,-110,-0.224385,-0.616494,-0.75471
-49,-109,-0.213592,-0.620316,-0.75471
-49,-108,-0.202733,-0.623949,-0.75471
-49,-107,-0.191813,-0.627392,-0.75471
-49,-106,-0.180834,-0.630644,-0.75471
-49,-105,-0.169801,-0.633704,-0.75471
-49,-104,-0.158715,-0.636571,-0.75471
-49,-103,-0.147581,-0.639244,-0.75471
-49,-102,-0.136402,-0.641723,-0.75471
-49,-101,-0.125182,-0.644005,-0.75471
-49,-100,-0.113923,-0.646092,-0.75471
-49,-99,-0.10263,-0.647982,-0.75471
-49,-98,-0.0913058,-0.649674,-0.75471
-49,-97,-0.0799534,-0.651169,-0.75471
-49,-96,-0.0685769,-0.652465,-0.75471
-49,-95,-0.0571793,-0.653563,-0.75471
-49,-94,-0.0457644,-0.654461,-0.75471
-49,-93,-0.0343355,-0.65516,-0.75471
-49,-92,-0.0228961,-0.655659,-0.75471
-49,-91,-0.0114498,-0.655959,-0.75471
-49,-90,-2.86773e-08,-0.656059,-0.75471
-49,-89,0.0114498,-0.655959,-0.75471
-49,-88,0.0228961,-0.655659,-0.75471
-49,-87,0.0343355,-0.65516,-0.75471
-49,-86,0.0457644,-0.654461,-0.75471
-49,-85,0.0571794,-0.653563,-0.75471
-49,-84,0.0685768,-0.652465,-0.75471
-49,-83,0.0799535,-0.651169,-0.75471
-49,-82,0.0913058,-0.649674,-0.75471
-49,-81,0.10263,-0.647982,-0.75471
-49,-80,0.113923,-0.646092,-0.75471
-49,-79,0.125182,-0.644005,-0.75471
-49,-78,0.136402,-0.641723,-0.75471
-49,-77,0.147581,-0.639244,-0.75471
-49,-76,0.158715,-0.636571,-0.75471
-49,-75,0.169801,-0.633704,-0.75471
-49,-74,0.180834,-0.630644,-0.75471
-49,-73,0.191813,-0.627392,-0.75471
-49,-72,0.202733,-0.623949,-0.75471
-49,-71,0.213592,-0.620316,-0.75471
-49,-70,0.224385,-0.616494,-0.75471
-49,-69,0.235111,-0.612484,-0.75471
-49,-68,0.245764,-0.608287,-0.75471
-49,-67,0.256343,-0.603905,-0.75471
-49,-66,0.266843,-0.59934,-0.75471
-49,-65,0.277263,-0.594591,-0.75471
-49,-64,0.287597,-0.589662,-0.75471
-49,-63,0.297845,-0.584553,-0.75471
-49,-62,0.308001,-0.579266,-0.75471
-49,-61,0.318064,-0.573802,-0.75471
-49,-60,0.328029,-0.568164,-0.75471
-49,-59,0.337895,-0.562352,-0.75471
-49,-58,0.347658,-0.55637,-0.75471
-49,-57,0.357315,-0.550217,-0.75471
-49,-56,0.366864,-0.543898,-0.75471
-49,-55,0.3763,-0.537412,-0.75471
-49,-54,0.385622,-0.530763,-0.75471
-49,-53,0.394826,-0.523952,-0.75471
-49,-52,0.40391,-0.516982,-0.75471
-49,-51,0.412871,-0.509854,-0.75471
-49,-50,0.421707,-0.50257,-0.75471
-49,-49,0.430413,-0.495134,-0.75471
-49,-48,0.438989,-0.487547,-0.75471
-49,-47,0.447431,-0.479811,-0.75471
-49,-46,0.455737,-0.471929,-0.75471
-49,-45,0.463904,-0.463904,-0.75471
-49,-44,0.471929,-0.455737,-0.75471
-49,-43,0.479811,-0.447431,-0.75471
-49,-42,0.487547,-0.438989,-0.75471
-49,-41,0.495134,-0.430413,-0.75471
-49,-40,0.50257,-0.421707,-0.75471
-49,-39,0.509854,-0.412871,-0.75471
-49,-38,0.516982,-0.40391,-0.75471
-49,-37,0.523952,-0.394826,-0.75471
-49,-36,0.530763,-0.385622,-0.75471
-49,-35,0.537412,-0.3763,-0.75471
-49,-34,0.543898,-0.366864,-0.75471
-49,-33,0.550217,-0.357315,-0.75471
-49,-32,0.55637,-0.347658,-0.75471
-49,-31,0.562352,-0.337895,-0.75471
-49,-30,0.568164,-0.32803,-0.75471
-49,-29,0.573802,-0.318064,-0.75471
-49,-28,0.579266,-0.308001,-0.75471
-49,-27,0.584553,-0.297845,-0.75471
-49,-26,0.589662,-0.287597,-0.75471
-49,-25,0.594591,-0.277263,-0.75471
-49,-24,0.59934,-0.266843,-0.75471
-49,-23,0.603905,-0.256343,-0.75471
-49,-22,0.608287,-0.245764,-0.75471
-49,-21,0.612484,-0.235111,-0.75471
-49,-20,0.616494,-0.224385,-0.75471
-49,-19,0.620316,-0.213592,-0.75471
