 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Temperature (K), Mixing Ratio (KG/KG), Pressure (Pa)
309,0.02,10000,4.24007
309,0.02,10500,4.51285
309,0.02,11000,4.78562
309,0.02,11500,5.0584
309,0.02,12000,5.33118
309,0.02,12500,5.60395
309,0.02,13000,5.87673
309,0.02,13500,6.1495
309,0.02,14000,6.42228
309,0.02,14500,6.69505
309,0.02,15000,6.96783
309,0.03,10000,6.36011
309,0.03,10500,6.76927
309,0.03,11000,7.17844
309,0.03,11500,7.5876
309,0.03,12000,7.99676
309,0.03,12500,8.40593
309,0.03,13000,8.81509
309,0.03,13500,9.22425
309,0.03,14000,9.63342
309,0.03,14500,10.0426
309,0.03,15000,10.4517
309,0.04,10000,8.48015
309,0.04,10500,9.0257
309,0.04,11000,9.57125
309,0.04,11500,10.1168
309,0.04,12000,10.6624
309,0.04,12500,11.2079
309,0.04,13000,11.7535
309,0.04,13500,12.299
309,0.04,14000,12.8446
309,0.04,14500,13.3901
309,0.04,15000,13.9357
309,0.05,10000,10.6002
309,0.05,10500,11.2821
309,0.05,11000,11.9641
309,0.05,11500,12.646
309,0.05,12000,13.3279
309,0.05,12500,14.0099
309,0.05,13000,14.6918
309,0.05,13500,15.3738
309,0.05,14000,16.0557
309,0.05,14500,16.7376
309,0.05,15000,17.4196
310,0.01,10000,1.97477
310,0.01,10500,2.1039
310,0.01,11000,2.23302
310,0.01,11500,2.36214
310,0.01,12000,2.49127
310,0.01,12500,2.62039
310,0.01,13000,2.74952
310,0.01,13500,2.87864
310,0.01,14000,3.00777
310,0.01,14500,3.13689
310,0.01,15000,3.26601
310,0.02,10000,3.94954
310,0.02,10500,4.20779
310,0.02,11000,4.46604
310,0.02,11500,4.72429
310,0.02,12000,4.98254
310,0.02,12500,5.24079
310,0.02,13000,5.49903
310,0.02,13500,5.75728
310,0.02,14000,6.01553
310,0.02,14500,6.27378
310,0.02,15000,6.53203
310,0.03,10000,5.92431
310,0.03,10500,6.31169
310,0.03,11000,6.69906
310,0.03,11500,7.08643
310,0.03,12000,7.47381
310,0.03,12500,7.86118
310,0.03,13000,8.24855
310,0.03,13500,8.63592
310,0.03,14000,9.0233
310,0.03,14500,9.41067
310,0.03,15000,9.79804
310,0.04,10000,7.89908
310,0.04,10500,8.41558
310,0.04,11000,8.93208
310,0.04,11500,9.44858
310,0.04,12000,9.96507
310,0.04,12500,10.4816
310,0.04,13000,10.9981
310,0.04,13500,11.5146
310,0.04,14000,12.0311
310,0.04,14500,12.5476
310,0.04,15000,13.0641
310,0.05,10000,9.87385
310,0.05,10500,10.5195
310,0.05,11000,11.1651
310,0.05,11500,11.8107
310,0.05,12000,12.4563
310,0.05,12500,13.102
310,0.05,13000,13.7476
310,0.05,13500,14.3932
310,0.05,14000,15.0388
310,0.05,14500,15.6845
310,0.05,15000,16.3301
311,0.01,10000,1.83821
311,0.01,10500,1.96051
311,0.01,11000,2.08281
311,0.01,11500,2.2051
311,0.01,12000,2.3274
311,0.01,12500,2.4497
311,0.01,13000,2.57199
311,0.01,13500,2.69429
311,0.01,14000,2.81659
311,0.01,14500,2.93888
311,0.01,15000,3.06118
311,0.02,10000,3.67643
311,0.02,10500,3.92102
311,0.02,11000,4.16561
311,0.02,11500,4.41021
311,0.02,12000,4.6548
311,0.02,12500,4.89939
311,0.02,13000,5.14399
311,0.02,13500,5.38858
311,0.02,14000,5.63317
311,0.02,14500,5.87776
311,0.02,15000,6.12236
311,0.03,10000,5.51464
311,0.03,10500,5.88153
311,0.03,11000,6.24842
311,0.03,11500,6.61531
311,0.03,12000,6.9822
311,0.03,12500,7.34909
311,0.03,13000,7.71598
311,0.03,13500,8.08287
311,0.03,14000,8.44976
311,0.03,14500,8.81665
311,0.03,15000,9.18354
311,0.04,10000,7.35285
311,0.04,10500,7.84204
311,0.04,11000,8.33123
311,0.04,11500,8.82041
311,0.04,12000,9.3096
311,0.04,12500,9.79878
311,0.04,13000,10.288
311,0.04,13500,10.7772
311,0.04,14000,11.2663
311,0.04,14500,11.7555
311,0.04,15000,12.2447
311,0.05,10000,9.19107
311,0.05,10500,9.80255
311,0.05,11000,10.414
311,0.05,11500,11.0255
311,0.05,12000,11.637
311,0.05,12500,12.2485
311,0.05,13000,12.86
311,0.05,13500,13.4714
311,0.05,14000,14.0829
311,0.05,14500,14.6944
311,0.05,15000,15.3059
312,0.01,10000,1.70979
312,0.01,10500,1.82566
312,0.01,11000,1.94154
312,0.01,11500,2.05741
312,0.01,12000,2.17329
312,0.01,12500,2.28917
312,0.01,13000,2.40504
312,0.01,13500,2.52092
312,0.01,14000,2.63679
312,0.01,14500,2.75267
312,0.01,15000,2.86854
312,0.02,10000,3.41958
312,0.02,10500,3.65133
312,0.02,11000,3.88308
312,0.02,11500,4.11483
312,0.02,12000,4.34658
312,0.02,12500,4.57833
312,0.02,13000,4.81008
312,0.02,13500,5.04183
312,0.02,14000,5.27358
312,0.02,14500,5.50533
312,0.02,15000,5.73708
312,0.03,10000,5.12937
312,0.03,10500,5.47699
312,0.03,11000,5.82462
312,0.03,11500,6.17224
312,0.03,12000,6.51987
312,0.03,12500,6.8675
312,0.03,13000,7.21512
312,0.03,13500,7.56275
312,0.03,14000,7.91037
312,0.03,14500,8.258
312,0.03,15000,8.60563
312,0.04,10000,6.83916
312,0.04,10500,7.30266
312,0.04,11000,7.76616
312,0.04,11500,8.22966
312,0.04,12000,8.69316
312,0.04,12500,9.15666
312,0.04,13000,9.62016
312,0.04,13500,10.0837
312,0.04,14000,10.5472
312,0.04,14500,11.0107
312,0.04,15000,11.4742
312,0.05,10000,8.54894
312,0.05,10500,9.12832
312,0.05,11000,9.7077
312,0.05,11500,10.2871
312,0.05,12000,10.8664
312,0.05,12500,11.4458
312,0.05,13000,12.0252
312,0.05,13500,12.6046
312,0.05,14000,13.184
312,0.05,14500,13.7633
312,0.05,15000,14.3427
313,0.01,10000,1.58896
313,0.01,10500,1.6988
313,0.01,11000,1.80863
313,0.01,11500,1.91846
313,0.01,12000,2.0283
313,0.01,12500,2.13813
313,0.01,13000,2.24797
313,0.01,13500,2.3578
313,0.01,14000,2.46763
313,0.01,14500,2.57747
313,0.01,15000,2.6873
313,0.02,10000,3.17792
313,0.02,10500,3.39759
313,0.02,11000,3.61726
313,0.02,11500,3.83693
313,0.02,12000,4.0566
313,0.02,12500,4.27626
313,0.02,13000,4.49593
313,0.02,13500,4.7156
313,0.02,14000,4.93527
313,0.02,14500,5.15493
313,0.02,15000,5.3746
313,0.03,10000,4.76689
313,0.03,10500,5.09639
313,0.03,11000,5.42589
313,0.03,11500,5.75539
313,0.03,12000,6.08489
313,0.03,12500,6.41439
313,0.03,13000,6.7439
313,0.03,13500,7.0734
313,0.03,14000,7.4029
313,0.03,14500,7.7324
313,0.03,15000,8.0619
313,0.04,10000,6.35585
313,0.04,10500,6.79518
313,0.04,11000,7.23452
313,0.04,11500,7.67385
313,0.04,12000,8.11319
313,0.04,12500,8.55253
313,0.04,13000,8.99186
313,0.04,13500,9.4312
313,0.04,14000,9.87053
313,0.04,14500,10.3099
313,0.04,15000,10.7492
313,0.05,10000,7.94481
313,0.05,10500,8.49398
313,0.05,11000,9.04315
313,0.05,11500,9.59232
313,0.05,12000,10.1415
313,0.05,12500,10.6907
313,0.05,13000,11.2398
313,0.05,13500,11.789
313,0.05,14000,12.3382
313,0.05,14500,12.8873
313,0.05,15000,13.4365
314,0.01,10000,1.47524
314,0.01,10500,1.57938
314,0.01,11000,1.68353
314,0.01,11500,1.78768
314,0.01,12000,1.89183
314,0.01,12500,1.99597
314,0.01,13000,2.10012
314,0.01,13500,2.20427
314,0.01,14000,2.30842
314,0.01,14500,2.41257
314,0.01,15000,2.51671
314,0.02,10000,2.95047
314,0.02,10500,3.15877
314,0.02,11000,3.36706
314,0.02,11500,3.57536
314,0.02,12000,3.78365
314,0.02,12500,3.99195
314,0.02,13000,4.20024
314,0.02,13500,4.40854
314,0.02,14000,4.61684
314,0.02,14500,4.82513
314,0.02,15000,5.03343
314,0.03,10000,4.42571
314,0.03,10500,4.73815
314,0.03,11000,5.05059
314,0.03,11500,5.36304
314,0.03,12000,5.67548
314,0.03,12500,5.98792
314,0.03,13000,6.30037
314,0.03,13500,6.61281
314,0.03,14000,6.92525
314,0.03,14500,7.2377
314,0.03,15000,7.55014
314,0.04,10000,5.90095
314,0.04,10500,6.31754
314,0.04,11000,6.73413
314,0.04,11500,7.15072
314,0.04,12000,7.56731
314,0.04,12500,7.9839
314,0.04,13000,8.40049
314,0.04,13500,8.81708
314,0.04,14000,9.23367
314,0.04,14500,9.65026
314,0.04,15000,10.0669
314,0.05,10000,7.37618
314,0.05,10500,7.89692
314,0.05,11000,8.41766
314,0.05,11500,8.9384
314,0.05,12000,9.45913
314,0.05,12500,9.97987
314,0.05,13000,10.5006
314,0.05,13500,11.0213
314,0.05,14000,11.5421
314,0.05,14500,12.0628
314,0.05,15000,12.5836
315,0.01,10000,1.36815
315,0.01,10500,1.46694
315,0.01,11000,1.56574
315,0.01,11500,1.66453
315,0.01,12000,1.76332
315,0.01,12500,1.86212
315,0.01,13000,1.96091
315,0.01,13500,2.0597
315,0.01,14000,2.1585
315,0.01,14500,2.25729
315,0.01,15000,2.35608
315,0.02,10000,2.7363
315,0.02,10500,2.93389
315,0.02,11000,3.13148
315,0.02,11500,3.32906
315,0.02,12000,3.52665
315,0.02,12500,3.72424
315,0.02,13000,3.92182
315,0.02,13500,4.11941
315,0.02,14000,4.317
315,0.02,14500,4.51458
315,0.02,15000,4.71217
315,0.03,10000,4.10445
315,0.03,10500,4.40083
315,0.03,11000,4.69721
315,0.03,11500,4.99359
315,0.03,12000,5.28997
315,0.03,12500,5.58635
315,0.03,13000,5.88273
315,0.03,13500,6.17911
315,0.03,14000,6.47549
315,0.03,14500,6.77187
315,0.03,15000,7.06825
315,0.04,10000,5.4726
315,0.04,10500,5.86778
315,0.04,11000,6.26295
315,0.04,11500,6.65812
315,0.04,12000,7.0533
315,0.04,12500,7.44847
315,0.04,13000,7.84365
315,0.04,13500,8.23882
315,0.04,14000,8.63399
315,0.04,14500,9.02917
315,0.04,15000,9.42434
315,0.05,10000,6.84075
315,0.05,10500,7.33472
315,0.05,11000,7.82869
315,0.05,11500,8.32265
315,0.05,12000,8.81662
315,0.05,12500,9.31059
315,0.05,13000,9.80456
315,0.05,13500,10.2985
315,0.05,14000,10.7925
315,0.05,14500,11.2865
315,0.05,15000,11.7804
316,0.01,10000,1.26728
316,0.01,10500,1.36103
316,0.01,11000,1.45478
316,0.01,11500,1.54853
316,0.01,12000,1.64228
316,0.01,12500,1.73603
316,0.01,13000,1.82978
316,0.01,13500,1.92353
316,0.01,14000,2.01727
316,0.01,14500,2.11102
316,0.01,15000,2.20477
316,0.02,10000,2.53455
316,0.02,10500,2.72205
316,0.02,11000,2.90955
316,0.02,11500,3.09705
316,0.02,12000,3.28455
316,0.02,12500,3.47205
316,0.02,13000,3.65955
316,0.02,13500,3.84705
316,0.02,14000,4.03455
316,0.02,14500,4.22205
316,0.02,15000,4.40955
316,0.03,10000,3.80183
316,0.03,10500,4.08308
316,0.03,11000,4.36433
316,0.03,11500,4.64558
316,0.03,12000,4.92683
316,0.03,12500,5.20808
316,0.03,13000,5.48933
316,0.03,13500,5.77058
316,0.03,14000,6.05182
316,0.03,14500,6.33307
316,0.03,15000,6.61432
316,0.04,10000,5.06911
316,0.04,10500,5.44411
316,0.04,11000,5.81911
316,0.04,11500,6.19411
316,0.04,12000,6.5691
316,0.04,12500,6.9441
316,0.04,13000,7.3191
316,0.04,13500,7.6941
316,0.04,14000,8.0691
316,0.04,14500,8.4441
316,0.04,15000,8.8191
316,0.05,10000,6.33639
316,0.05,10500,6.80513
316,0.05,11000,7.27388
316,0.05,11500,7.74263
316,0.05,12000,8.21138
316,0.05,12500,8.68013
316,0.05,13000,9.14888
316,0.05,13500,9.61763
316,0.05,14000,10.0864
316,0.05,14500,10.5551
316,0.05,15000,11.0239
317,0.01,10000,1.17222
317,0.01,10500,1.26121
317,0.01,11000,1.35021
317,0.01,11500,1.43921
317,0.01,12000,1.5282
317,0.01,12500,1.6172
317,0.01,13000,1.7062
317,0.01,13500,1.79519
317,0.01,14000,1.88419
317,0.01,14500,1.97319
317,0.01,15000,2.06218
317,0.02,10000,2.34443
317,0.02,10500,2.52243
317,0.02,11000,2.70042
317,0.02,11500,2.87841
317,0.02,12000,3.05641
317,0.02,12500,3.2344
317,0.02,13000,3.41239
317,0.02,13500,3.59039
317,0.02,14000,3.76838
317,0.02,14500,3.94637
317,0.02,15000,4.12437
317,0.03,10000,3.51665
317,0.03,10500,3.78364
317,0.03,11000,4.05063
317,0.03,11500,4.31762
317,0.03,12000,4.58461
317,0.03,12500,4.8516
317,0.03,13000,5.11859
317,0.03,13500,5.38558
317,0.03,14000,5.65257
317,0.03,14500,5.91956
317,0.03,15000,6.18655
317,0.04,10000,4.68887
317,0.04,10500,5.04485
317,0.04,11000,5.40084
317,0.04,11500,5.75683
317,0.04,12000,6.11281
317,0.04,12500,6.4688
317,0.04,13000,6.82479
317,0.04,13500,7.18077
317,0.04,14000,7.53676
317,0.04,14500,7.89275
317,0.04,15000,8.24873
317,0.05,10000,5.86108
317,0.05,10500,6.30607
317,0.05,11000,6.75105
317,0.05,11500,7.19603
317,0.05,12000,7.64102
317,0.05,12500,8.086
317,0.05,13000,8.53098
317,0.05,13500,8.97597
317,0.05,14000,9.42095
317,0.05,14500,9.86593
317,0.05,15000,10.3109
318,0.01,10000,1.0826
318,0.01,10500,1.16711
318,0.01,11000,1.25163
318,0.01,11500,1.33615
318,0.01,12000,1.42066
318,0.01,12500,1.50518
318,0.01,13000,1.58969
318,0.01,13500,1.67421
318,0.01,14000,1.75873
318,0.01,14500,1.84324
318,0.01,15000,1.92776
318,0.02,10000,2.1652
318,0.02,10500,2.33423
318,0.02,11000,2.50326
318,0.02,11500,2.67229
318,0.02,12000,2.84132
318,0.02,12500,3.01036
318,0.02,13000,3.17939
318,0.02,13500,3.34842
318,0.02,14000,3.51745
318,0.02,14500,3.68648
318,0.02,15000,3.85551
318,0.03,10000,3.2478
318,0.03,10500,3.50134
318,0.03,11000,3.75489
318,0.03,11500,4.00844
318,0.03,12000,4.26199
318,0.03,12500,4.51553
318,0.03,13000,4.76908
318,0.03,13500,5.02263
318,0.03,14000,5.27618
318,0.03,14500,5.52972
318,0.03,15000,5.78327
318,0.04,10000,4.3304
318,0.04,10500,4.66846
318,0.04,11000,5.00652
318,0.04,11500,5.34459
318,0.04,12000,5.68265
318,0.04,12500,6.02071
318,0.04,13000,6.35878
318,0.04,13500,6.69684
318,0.04,14000,7.0349
318,0.04,14500,7.37297
318,0.04,15000,7.71103
318,0.05,10000,5.413
318,0.05,10500,5.83557
318,0.05,11000,6.25815
318,0.05,11500,6.68073
318,0.05,12000,7.10331
318,0.05,12500,7.52589
318,0.05,13000,7.94847
318,0.05,13500,8.37105
318,0.05,14000,8.79363
318,0.05,14500,9.21621
318,0.05,15000,9.63879
319,0.01,10000,0.998079
319,0.01,10500,1.07837
319,0.01,11000,1.15866
319,0.01,11500,1.23895
319,0.01,12000,1.31924
319,0.01,12500,1.39953
319,0.01,13000,1.47982
319,0.01,13500,1.56011
319,0.01,14000,1.6404
319,0.01,14500,1.72069
319,0.01,15000,1.80098
319,0.02,10000,1.99616
319,0.02,10500,2.15674
319,0.02,11000,2.31732
319,0.02,11500,2.4779
319,0.02,12000,2.63848
319,0.02,12500,2.79906
319,0.02,13000,2.95964
319,0.02,13500,3.12022
319,0.02,14000,3.2808
319,0.02,14500,3.44138
319,0.02,15000,3.60196
319,0.03,10000,2.99424
319,0.03,10500,3.23511
319,0.03,11000,3.47598
319,0.03,11500,3.71685
319,0.03,12000,3.95772
319,0.03,12500,4.19859
319,0.03,13000,4.43946
319,0.03,13500,4.68032
319,0.03,14000,4.92119
319,0.03,14500,5.16206
319,0.03,15000,5.40293
319,0.04,10000,3.99232
319,0.04,10500,4.31348
319,0.04,11000,4.63464
319,0.04,11500,4.9558
319,0.04,12000,5.27696
319,0.04,12500,5.59811
319,0.04,13000,5.91927
319,0.04,13500,6.24043
319,0.04,14000,6.56159
319,0.04,14500,6.88275
319,0.04,15000,7.20391
319,0.05,10000,4.9904
319,0.05,10500,5.39185
319,0.05,11000,5.7933
319,0.05,11500,6.19474
319,0.05,12000,6.59619
319,0.05,12500,6.99764
319,0.05,13000,7.39909
319,0.05,13500,7.80054
319,0.05,14000,8.20199
319,0.05,14500,8.60344
319,0.05,15000,9.00489
320,0.01,10000,0.918337
320,0.01,10500,0.99464
320,0.01,11000,1.07094
320,0.01,11500,1.14725
320,0.01,12000,1.22355
320,0.01,12500,1.29985
320,0.01,13000,1.37615
320,0.01,13500,1.45246
320,0.01,14000,1.52876
320,0.01,14500,1.60506
320,0.01,15000,1.68136
320,0.02,10000,1.83667
320,0.02,10500,1.98928
320,0.02,11000,2.14188
320,0.02,11500,2.29449
320,0.02,12000,2.4471
320,0.02,12500,2.5997
320,0.02,13000,2.75231
320,0.02,13500,2.90491
320,0.02,14000,3.05752
320,0.02,14500,3.21012
320,0.02,15000,3.36273
320,0.03,10000,2.75501
320,0.03,10500,2.98392
320,0.03,11000,3.21283
320,0.03,11500,3.44174
320,0.03,12000,3.67064
320,0.03,12500,3.89955
320,0.03,13000,4.12846
320,0.03,13500,4.35737
320,0.03,14000,4.58628
320,0.03,14500,4.81518
320,0.03,15000,5.04409
320,0.04,10000,3.67335
320,0.04,10500,3.97856
320,0.04,11000,4.28377
320,0.04,11500,4.58898
320,0.04,12000,4.89419
320,0.04,12500,5.1994
320,0.04,13000,5.50461
320,0.04,13500,5.80982
320,0.04,14000,6.11503
320,0.04,14500,6.42024
320,0.04,15000,6.72546
320,0.05,10000,4.59168
320,0.05,10500,4.9732
320,0.05,11000,5.35471
320,0.05,11500,5.73622
320,0.05,12000,6.11774
320,0.05,12500,6.49925
320,0.05,13000,6.88076
320,0.05,13500,7.26228
320,0.05,14000,7.64379
320,0.05,14500,8.02531
320,0.05,15000,8.40682
321,0.01,10000,0.843073
321,0.01,10500,0.915612
321,0.01,11000,0.988151
321,0.01,11500,1.06069
321,0.01,12000,1.13323
321,0.01,12500,1.20577
321,0.01,13000,1.27831
321,0.01,13500,1.35085
321,0.01,14000,1.42339
321,0.01,14500,1.49593
321,0.01,15000,1.56847
321,0.02,10000,1.68615
321,0.02,10500,1.83122
321,0.02,11000,1.9763
321,0.02,11500,2.12138
321,0.02,12000,2.26646
321,0.02,12500,2.41154
321,0.02,13000,2.55662
321,0.02,13500,2.7017
321,0.02,14000,2.84678
321,0.02,14500,2.99186
321,0.02,15000,3.13693
321,0.03,10000,2.52922
321,0.03,10500,2.74684
321,0.03,11000,2.96445
321,0.03,11500,3.18207
321,0.03,12000,3.39969
321,0.03,12500,3.61731
321,0.03,13000,3.83493
321,0.03,13500,4.05255
321,0.03,14000,4.27016
321,0.03,14500,4.48778
321,0.03,15000,4.7054
321,0.04,10000,3.37229
321,0.04,10500,3.66245
321,0.04,11000,3.95261
321,0.04,11500,4.24276
321,0.04,12000,4.53292
321,0.04,12500,4.82308
321,0.04,13000,5.11324
321,0.04,13500,5.4034
321,0.04,14000,5.69355
321,0.04,14500,5.98371
321,0.04,15000,6.27387
321,0.05,10000,4.21536
321,0.05,10500,4.57806
321,0.05,11000,4.94076
321,0.05,11500,5.30345
321,0.05,12000,5.66615
321,0.05,12500,6.02885
321,0.05,13000,6.39155
321,0.05,13500,6.75424
321,0.05,14000,7.11694
321,0.05,14500,7.47964
321,0.05,15000,7.84234
322,0.01,10000,0.772008
322,0.01,10500,0.840994
322,0.01,11000,0.90998
322,0.01,11500,0.978967
322,0.01,12000,1.04795
322,0.01,12500,1.11694
322,0.01,13000,1.18593
322,0.01,13500,1.25491
322,0.01,14000,1.3239
322,0.01,14500,1.39288
322,0.01,15000,1.46187
322,0.02,10000,1.54402
322,0.02,10500,1.68199
322,0.02,11000,1.81996
322,0.02,11500,1.95793
322,0.02,12000,2.09591
322,0.02,12500,2.23388
322,0.02,13000,2.37185
322,0.02,13500,2.50982
322,0.02,14000,2.6478
322,0.02,14500,2.78577
322,0.02,15000,2.92374
322,0.03,10000,2.31602
322,0.03,10500,2.52298
322,0.03,11000,2.72994
322,0.03,11500,2.9369
322,0.03,12000,3.14386
322,0.03,12500,3.35082
322,0.03,13000,3.55778
322,0.03,13500,3.76473
322,0.03,14000,3.97169
322,0.03,14500,4.17865
322,0.03,15000,4.38561
322,0.04,10000,3.08803
322,0.04,10500,3.36398
322,0.04,11000,3.63992
322,0.04,11500,3.91587
322,0.04,12000,4.19181
322,0.04,12500,4.46776
322,0.04,13000,4.7437
322,0.04,13500,5.01965
322,0.04,14000,5.29559
322,0.04,14500,5.57154
322,0.04,15000,5.84748
322,0.05,10000,3.86004
322,0.05,10500,4.20497
322,0.05,11000,4.5499
322,0.05,11500,4.89483
322,0.05,12000,5.23976
322,0.05,12500,5.58469
322,0.05,13000,5.92963
322,0.05,13500,6.27456
322,0.05,14000,6.61949
322,0.05,14500,6.96442
322,0.05,15000,7.30935
323,0.01,10000,0.704883
323,0.01,10500,0.770513
323,0.01,11000,0.836143
323,0.01,11500,0.901773
323,0.01,12000,0.967403
323,0.01,12500,1.03303
323,0.01,13000,1.09866
323,0.01,13500,1.16429
323,0.01,14000,1.22992
323,0.01,14500,1.29555
323,0.01,15000,1.36118
323,0.02,10000,1.40977
323,0.02,10500,1.54103
323,0.02,11000,1.67229
323,0.02,11500,1.80355
323,0.02,12000,1.93481
323,0.02,12500,2.06607
323,0.02,13000,2.19733
323,0.02,13500,2.32859
323,0.02,14000,2.45985
323,0.02,14500,2.59111
323,0.02,15000,2.72237
323,0.03,10000,2.11465
323,0.03,10500,2.31154
323,0.03,11000,2.50843
323,0.03,11500,2.70532
323,0.03,12000,2.90221
323,0.03,12500,3.0991
323,0.03,13000,3.29599
323,0.03,13500,3.49288
323,0.03,14000,3.68977
323,0.03,14500,3.88666
323,0.03,15000,4.08355
323,0.04,10000,2.81953
323,0.04,10500,3.08205
323,0.04,11000,3.34457
323,0.04,11500,3.60709
323,0.04,12000,3.86961
323,0.04,12500,4.13213
323,0.04,13000,4.39465
323,0.04,13500,4.65717
323,0.04,14000,4.91969
323,0.04,14500,5.18221
323,0.04,15000,5.44473
323,0.05,10000,3.52442
323,0.05,10500,3.85257
323,0.05,11000,4.18072
323,0.05,11500,4.50887
323,0.05,12000,4.83702
323,0.05,12500,5.16517
323,0.05,13000,5.49332
323,0.05,13500,5.82147
323,0.05,14000,6.14962
323,0.05,14500,6.47777
323,0.05,15000,6.80592
324,0.01,10000,0.641457
324,0.01,10500,0.703915
324,0.01,11000,0.766374
324,0.01,11500,0.828833
324,0.01,12000,0.891291
324,0.01,12500,0.95375
324,0.01,13000,1.01621
324,0.01,13500,1.07867
324,0.01,14000,1.14113
324,0.01,14500,1.20358
324,0.01,15000,1.26604
324,0.02,10000,1.28291
324,0.02,10500,1.40783
324,0.02,11000,1.53275
324,0.02,11500,1.65767
324,0.02,12000,1.78258
324,0.02,12500,1.9075
324,0.02,13000,2.03242
324,0.02,13500,2.15733
324,0.02,14000,2.28225
324,0.02,14500,2.40717
324,0.02,15000,2.53209
324,0.03,10000,1.92437
324,0.03,10500,2.11175
324,0.03,11000,2.29912
324,0.03,11500,2.4865
324,0.03,12000,2.67387
324,0.03,12500,2.86125
324,0.03,13000,3.04863
324,0.03,13500,3.236
324,0.03,14000,3.42338
324,0.03,14500,3.61075
324,0.03,15000,3.79813
324,0.04,10000,2.56583
324,0.04,10500,2.81566
324,0.04,11000,3.0655
324,0.04,11500,3.31533
324,0.04,12000,3.56517
324,0.04,12500,3.815
324,0.04,13000,4.06483
324,0.04,13500,4.31467
324,0.04,14000,4.5645
324,0.04,14500,4.81434
324,0.04,15000,5.06417
324,0.05,10000,3.20728
324,0.05,10500,3.51958
324,0.05,11000,3.83187
324,0.05,11500,4.14416
324,0.05,12000,4.45646
324,0.05,12500,4.76875
324,0.05,13000,5.08104
324,0.05,13500,5.39334
324,0.05,14000,5.70563
324,0.05,14500,6.01792
324,0.05,15000,6.33022
325,0.01,10000,0.581502
325,0.01,10500,0.640963
325,0.01,11000,0.700424
325,0.01,11500,0.759885
325,0.01,12000,0.819346
325,0.01,12500,0.878807
325,0.01,13000,0.938268
325,0.01,13500,0.997729
325,0.01,14000,1.05719
325,0.01,14500,1.11665
325,0.01,15000,1.17611
325,0.02,10000,1.163
325,0.02,10500,1.28193
325,0.02,11000,1.40085
325,0.02,11500,1.51977
325,0.02,12000,1.63869
325,0.02,12500,1.75761
325,0.02,13000,1.87654
325,0.02,13500,1.99546
325,0.02,14000,2.11438
325,0.02,14500,2.2333
325,0.02,15000,2.35222
325,0.03,10000,1.74451
325,0.03,10500,1.92289
325,0.03,11000,2.10127
325,0.03,11500,2.27966
325,0.03,12000,2.45804
325,0.03,12500,2.63642
325,0.03,13000,2.8148
325,0.03,13500,2.99319
325,0.03,14000,3.17157
325,0.03,14500,3.34995
325,0.03,15000,3.52834
325,0.04,10000,2.32601
325,0.04,10500,2.56385
325,0.04,11000,2.8017
325,0.04,11500,3.03954
325,0.04,12000,3.27738
325,0.04,12500,3.51523
325,0.04,13000,3.75307
325,0.04,13500,3.99092
325,0.04,14000,4.22876
325,0.04,14500,4.4666
325,0.04,15000,4.70445
325,0.05,10000,2.90751
325,0.05,10500,3.20482
325,0.05,11000,3.50212
325,0.05,11500,3.79943
325,0.05,12000,4.09673
325,0.05,12500,4.39403
325,0.05,13000,4.69134
325,0.05,13500,4.98864
325,0.05,14000,5.28595
325,0.05,14500,5.58325
325,0.05,15000,5.88056
326,0.01,10000,0.524809
326,0.01,10500,0.581436
326,0.01,11000,0.638062
326,0.01,11500,0.694688
326,0.01,12000,0.751314
326,0.01,12500,0.807941
326,0.01,13000,0.864567
326,0.01,13500,0.921193
326,0.01,14000,0.97782
326,0.01,14500,1.03445
326,0.01,15000,1.09107
326,0.02,10000,1.04962
326,0.02,10500,1.16287
326,0.02,11000,1.27612
326,0.02,11500,1.38938
326,0.02,12000,1.50263
326,0.02,12500,1.61588
326,0.02,13000,1.72913
326,0.02,13500,1.84239
326,0.02,14000,1.95564
326,0.02,14500,2.06889
326,0.02,15000,2.18214
326,0.03,10000,1.57443
326,0.03,10500,1.74431
326,0.03,11000,1.91419
326,0.03,11500,2.08406
326,0.03,12000,2.25394
326,0.03,12500,2.42382
326,0.03,13000,2.5937
326,0.03,13500,2.76358
326,0.03,14000,2.93346
326,0.03,14500,3.10334
326,0.03,15000,3.27322
326,0.04,10000,2.09924
326,0.04,10500,2.32574
326,0.04,11000,2.55225
326,0.04,11500,2.77875
326,0.04,12000,3.00526
326,0.04,12500,3.23176
326,0.04,13000,3.45827
326,0.04,13500,3.68477
326,0.04,14000,3.91128
326,0.04,14500,4.13778
326,0.04,15000,4.36429
326,0.05,10000,2.62405
326,0.05,10500,2.90718
326,0.05,11000,3.19031
326,0.05,11500,3.47344
326,0.05,12000,3.75657
326,0.05,12500,4.0397
326,0.05,13000,4.32284
326,0.05,13500,4.60597
326,0.05,14000,4.8891
326,0.05,14500,5.17223
326,0.05,15000,5.45536
327,0.01,10000,0.471181
327,0.01,10500,0.525126
327,0.01,11000,0.579071
327,0.01,11500,0.633016
327,0.01,12000,0.686961
327,0.01,12500,0.740905
327,0.01,13000,0.79485
327,0.01,13500,0.848795
327,0.01,14000,0.90274
327,0.01,14500,0.956685
327,0.01,15000,1.01063
327,0.02,10000,0.942362
