 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
DOY, Latitude (Degrees), Daylight Hours
86,-37,11.7873
86,-36,11.7949
86,-35,11.8023
86,-34,11.8096
86,-33,11.8167
86,-32,11.8236
86,-31,11.8304
86,-30,11.837
86,-29,11.8435
86,-28,11.8499
86,-27,11.8562
86,-26,11.8623
86,-25,11.8684
86,-24,11.8743
86,-23,11.8802
86,-22,11.886
86,-21,11.8916
86,-20,11.8973
86,-19,11.9028
86,-18,11.9083
86,-17,11.9137
86,-16,11.9191
86,-15,11.9244
86,-14,11.9296
86,-13,11.9348
86,-12,11.94
86,-11,11.9451
86,-10,11.9502
86,-9,11.9553
86,-8,11.9603
86,-7,11.9653
86,-6,11.9703
86,-5,11.9753
86,-4,11.9803
86,-3,11.9852
86,-2,11.9901
86,-1,11.9951
86,0,12
86,1,12.0049
86,2,12.0099
86,3,12.0148
86,4,12.0197
86,5,12.0247
86,6,12.0297
86,7,12.0347
86,8,12.0397
86,9,12.0447
86,10,12.0498
86,11,12.0549
86,12,12.06
86,13,12.0652
86,14,12.0704
86,15,12.0756
86,16,12.0809
86,17,12.0863
86,18,12.0917
86,19,12.0972
86,20,12.1027
86,21,12.1084
86,22,12.114
86,23,12.1198
86,24,12.1257
86,25,12.1316
86,26,12.1377
86,27,12.1438
86,28,12.1501
86,29,12.1565
86,30,12.163
86,31,12.1696
86,32,12.1764
86,33,12.1833
86,34,12.1904
86,35,12.1977
86,36,12.2051
86,37,12.2127
86,38,12.2206
86,39,12.2286
86,40,12.2369
86,41,12.2454
86,42,12.2542
86,43,12.2633
86,44,12.2726
86,45,12.2823
86,46,12.2924
86,47,12.3028
86,48,12.3136
86,49,12.3248
86,50,12.3365
86,51,12.3487
86,52,12.3614
86,53,12.3747
86,54,12.3887
86,55,12.4033
86,56,12.4187
86,57,12.4349
86,58,12.452
86,59,12.4701
86,60,12.4892
86,61,12.5096
86,62,12.5313
86,63,12.5545
86,64,12.5793
86,65,12.606
86,66,12.6347
87,-66,11.2444
87,-65,11.2786
87,-64,11.3104
87,-63,11.34
87,-62,11.3676
87,-61,11.3934
87,-60,11.4177
87,-59,11.4405
87,-58,11.462
87,-57,11.4824
87,-56,11.5017
87,-55,11.52
87,-54,11.5374
87,-53,11.554
87,-52,11.5699
87,-51,11.585
87,-50,11.5995
87,-49,11.6135
87,-48,11.6268
87,-47,11.6397
87,-46,11.6521
87,-45,11.664
87,-44,11.6755
87,-43,11.6867
87,-42,11.6975
87,-41,11.708
87,-40,11.7181
87,-39,11.728
87,-38,11.7375
87,-37,11.7469
87,-36,11.7559
87,-35,11.7648
87,-34,11.7734
87,-33,11.7818
87,-32,11.7901
87,-31,11.7982
87,-30,11.8061
87,-29,11.8138
87,-28,11.8214
87,-27,11.8288
87,-26,11.8362
87,-25,11.8434
87,-24,11.8504
87,-23,11.8574
87,-22,11.8643
87,-21,11.8711
87,-20,11.8777
87,-19,11.8843
87,-18,11.8909
87,-17,11.8973
87,-16,11.9037
87,-15,11.91
87,-14,11.9163
87,-13,11.9225
87,-12,11.9286
87,-11,11.9347
87,-10,11.9408
87,-9,11.9468
87,-8,11.9528
87,-7,11.9588
87,-6,11.9647
87,-5,11.9706
87,-4,11.9765
87,-3,11.9824
87,-2,11.9883
87,-1,11.9941
87,0,12
87,1,12.0059
87,2,12.0117
87,3,12.0176
87,4,12.0235
87,5,12.0294
87,6,12.0353
87,7,12.0412
87,8,12.0472
87,9,12.0532
87,10,12.0592
87,11,12.0653
87,12,12.0714
87,13,12.0775
87,14,12.0837
87,15,12.09
87,16,12.0963
87,17,12.1027
87,18,12.1091
87,19,12.1157
87,20,12.1223
87,21,12.1289
87,22,12.1357
87,23,12.1426
87,24,12.1496
87,25,12.1566
87,26,12.1638
87,27,12.1712
87,28,12.1786
87,29,12.1862
87,30,12.1939
87,31,12.2018
87,32,12.2099
87,33,12.2182
87,34,12.2266
87,35,12.2352
87,36,12.2441
87,37,12.2531
87,38,12.2625
87,39,12.272
87,40,12.2819
87,41,12.292
87,42,12.3025
87,43,12.3133
87,44,12.3245
87,45,12.336
87,46,12.3479
87,47,12.3603
87,48,12.3732
87,49,12.3865
87,50,12.4005
87,51,12.415
87,52,12.4301
87,53,12.446
87,54,12.4626
87,55,12.48
87,56,12.4983
87,57,12.5176
87,58,12.538
87,59,12.5595
87,60,12.5823
87,61,12.6066
87,62,12.6324
87,63,12.66
87,64,12.6896
87,65,12.7214
87,66,12.7556
88,-66,11.1234
88,-65,11.1632
88,-64,11.2001
88,-63,11.2344
88,-62,11.2665
88,-61,11.2965
88,-60,11.3246
88,-59,11.3511
88,-58,11.3761
88,-57,11.3997
88,-56,11.4221
88,-55,11.4434
88,-54,11.4636
88,-53,11.4828
88,-52,11.5012
88,-51,11.5188
88,-50,11.5356
88,-49,11.5518
88,-48,11.5673
88,-47,11.5822
88,-46,11.5966
88,-45,11.6104
88,-44,11.6238
88,-43,11.6367
88,-42,11.6492
88,-41,11.6614
88,-40,11.6731
88,-39,11.6846
88,-38,11.6957
88,-37,11.7065
88,-36,11.717
88,-35,11.7273
88,-34,11.7373
88,-33,11.7471
88,-32,11.7566
88,-31,11.766
88,-30,11.7751
88,-29,11.7841
88,-28,11.7929
88,-27,11.8016
88,-26,11.81
88,-25,11.8184
88,-24,11.8266
88,-23,11.8347
88,-22,11.8427
88,-21,11.8505
88,-20,11.8583
88,-19,11.8659
88,-18,11.8735
88,-17,11.8809
88,-16,11.8883
88,-15,11.8957
88,-14,11.9029
88,-13,11.9101
88,-12,11.9172
88,-11,11.9243
88,-10,11.9313
88,-9,11.9383
88,-8,11.9453
88,-7,11.9522
88,-6,11.9591
88,-5,11.9659
88,-4,11.9728
88,-3,11.9796
88,-2,11.9864
88,-1,11.9932
88,0,12
88,1,12.0068
88,2,12.0136
88,3,12.0204
88,4,12.0272
88,5,12.0341
88,6,12.0409
88,7,12.0478
88,8,12.0547
88,9,12.0617
88,10,12.0687
88,11,12.0757
88,12,12.0828
88,13,12.0899
88,14,12.0971
88,15,12.1043
88,16,12.1117
88,17,12.1191
88,18,12.1265
88,19,12.1341
88,20,12.1417
88,21,12.1495
88,22,12.1573
88,23,12.1653
88,24,12.1734
88,25,12.1816
88,26,12.19
88,27,12.1984
88,28,12.2071
88,29,12.2159
88,30,12.2249
88,31,12.234
88,32,12.2434
88,33,12.2529
88,34,12.2627
88,35,12.2727
88,36,12.283
88,37,12.2935
88,38,12.3043
88,39,12.3154
88,40,12.3269
88,41,12.3386
88,42,12.3508
88,43,12.3633
88,44,12.3762
88,45,12.3896
88,46,12.4034
88,47,12.4178
88,48,12.4327
88,49,12.4482
88,50,12.4644
88,51,12.4812
88,52,12.4988
88,53,12.5172
88,54,12.5364
88,55,12.5566
88,56,12.5779
88,57,12.6003
88,58,12.6239
88,59,12.6489
88,60,12.6754
88,61,12.7035
88,62,12.7335
88,63,12.7656
88,64,12.7999
88,65,12.8368
88,66,12.8766
89,-66,11.0024
89,-65,11.0478
89,-64,11.0898
89,-63,11.1289
89,-62,11.1654
89,-61,11.1995
89,-60,11.2316
89,-59,11.2618
89,-58,11.2902
89,-57,11.3171
89,-56,11.3426
89,-55,11.3668
89,-54,11.3898
89,-53,11.4117
89,-52,11.4326
89,-51,11.4526
89,-50,11.4718
89,-49,11.4901
89,-48,11.5078
89,-47,11.5248
89,-46,11.5411
89,-45,11.5569
89,-44,11.5721
89,-43,11.5868
89,-42,11.601
89,-41,11.6148
89,-40,11.6282
89,-39,11.6412
89,-38,11.6539
89,-37,11.6662
89,-36,11.6781
89,-35,11.6898
89,-34,11.7012
89,-33,11.7123
89,-32,11.7232
89,-31,11.7338
89,-30,11.7443
89,-29,11.7545
89,-28,11.7645
89,-27,11.7743
89,-26,11.784
89,-25,11.7935
89,-24,11.8028
89,-23,11.812
89,-22,11.821
89,-21,11.83
89,-20,11.8388
89,-19,11.8475
89,-18,11.8561
89,-17,11.8646
89,-16,11.873
89,-15,11.8813
89,-14,11.8896
89,-13,11.8977
89,-12,11.9059
89,-11,11.9139
89,-10,11.9219
89,-9,11.9299
89,-8,11.9378
89,-7,11.9456
89,-6,11.9535
89,-5,11.9613
89,-4,11.969
89,-3,11.9768
89,-2,11.9845
89,-1,11.9923
89,0,12
89,1,12.0077
89,2,12.0155
89,3,12.0232
89,4,12.031
89,5,12.0387
89,6,12.0465
89,7,12.0544
89,8,12.0622
89,9,12.0701
89,10,12.0781
89,11,12.0861
89,12,12.0941
89,13,12.1023
89,14,12.1104
89,15,12.1187
89,16,12.127
89,17,12.1354
89,18,12.1439
89,19,12.1525
89,20,12.1612
89,21,12.17
89,22,12.179
89,23,12.188
89,24,12.1972
89,25,12.2065
89,26,12.216
89,27,12.2257
89,28,12.2355
89,29,12.2455
89,30,12.2557
89,31,12.2662
89,32,12.2768
89,33,12.2877
89,34,12.2988
89,35,12.3102
89,36,12.3219
89,37,12.3338
89,38,12.3461
89,39,12.3588
89,40,12.3718
89,41,12.3852
89,42,12.399
89,43,12.4132
89,44,12.4279
89,45,12.4431
89,46,12.4589
89,47,12.4752
89,48,12.4922
89,49,12.5099
89,50,12.5282
89,51,12.5474
89,52,12.5674
89,53,12.5883
89,54,12.6102
89,55,12.6332
89,56,12.6574
89,57,12.6829
89,58,12.7098
89,59,12.7382
89,60,12.7684
89,61,12.8005
89,62,12.8346
89,63,12.8711
89,64,12.9102
89,65,12.9522
89,66,12.9976
90,-66,10.8814
90,-65,10.9323
90,-64,10.9795
90,-63,11.0234
90,-62,11.0643
90,-61,11.1027
90,-60,11.1386
90,-59,11.1725
90,-58,11.2044
90,-57,11.2345
90,-56,11.2631
90,-55,11.2902
90,-54,11.316
90,-53,11.3406
90,-52,11.3641
90,-51,11.3865
90,-50,11.408
90,-49,11.4286
90,-48,11.4484
90,-47,11.4674
90,-46,11.4857
90,-45,11.5034
90,-44,11.5204
90,-43,11.5369
90,-42,11.5529
90,-41,11.5684
90,-40,11.5834
90,-39,11.5979
90,-38,11.6121
90,-37,11.6259
90,-36,11.6393
90,-35,11.6524
90,-34,11.6652
90,-33,11.6776
90,-32,11.6898
90,-31,11.7017
90,-30,11.7134
90,-29,11.7249
90,-28,11.7361
90,-27,11.7471
90,-26,11.7579
90,-25,11.7686
90,-24,11.779
90,-23,11.7893
90,-22,11.7995
90,-21,11.8095
90,-20,11.8194
90,-19,11.8291
90,-18,11.8387
90,-17,11.8483
90,-16,11.8577
90,-15,11.867
90,-14,11.8763
90,-13,11.8854
90,-12,11.8945
90,-11,11.9035
90,-10,11.9125
90,-9,11.9214
90,-8,11.9303
90,-7,11.9391
90,-6,11.9478
90,-5,11.9566
90,-4,11.9653
90,-3,11.974
90,-2,11.9827
90,-1,11.9913
90,0,12
90,1,12.0087
90,2,12.0173
90,3,12.026
90,4,12.0347
90,5,12.0434
90,6,12.0522
90,7,12.0609
90,8,12.0697
90,9,12.0786
90,10,12.0875
90,11,12.0965
90,12,12.1055
90,13,12.1146
90,14,12.1237
90,15,12.133
90,16,12.1423
90,17,12.1517
90,18,12.1613
90,19,12.1709
90,20,12.1806
90,21,12.1905
90,22,12.2005
90,23,12.2107
90,24,12.221
90,25,12.2314
90,26,12.2421
90,27,12.2529
90,28,12.2639
90,29,12.2751
90,30,12.2866
90,31,12.2983
90,32,12.3102
90,33,12.3224
90,34,12.3348
90,35,12.3476
90,36,12.3607
90,37,12.3741
90,38,12.3879
90,39,12.4021
90,40,12.4166
90,41,12.4316
90,42,12.4471
90,43,12.4631
90,44,12.4796
90,45,12.4966
90,46,12.5143
90,47,12.5326
90,48,12.5516
90,49,12.5714
90,50,12.592
90,51,12.6135
90,52,12.6359
90,53,12.6594
90,54,12.684
90,55,12.7098
90,56,12.7369
90,57,12.7655
90,58,12.7956
90,59,12.8275
90,60,12.8614
90,61,12.8973
90,62,12.9357
90,63,12.9766
90,64,13.0205
90,65,13.0677
90,66,13.1186
91,-66,10.7603
91,-65,10.8168
91,-64,10.8691
91,-63,10.9178
91,-62,10.9633
91,-61,11.0058
91,-60,11.0457
91,-59,11.0832
91,-58,11.1186
91,-57,11.152
91,-56,11.1837
91,-55,11.2138
91,-54,11.2424
91,-53,11.2696
91,-52,11.2956
91,-51,11.3205
91,-50,11.3443
91,-49,11.3671
91,-48,11.389
91,-47,11.4101
91,-46,11.4304
91,-45,11.45
91,-44,11.4689
91,-43,11.4872
91,-42,11.5048
91,-41,11.522
91,-40,11.5386
91,-39,11.5547
91,-38,11.5704
91,-37,11.5857
91,-36,11.6006
91,-35,11.615
91,-34,11.6292
91,-33,11.643
91,-32,11.6565
91,-31,11.6697
91,-30,11.6826
91,-29,11.6953
91,-28,11.7077
91,-27,11.7199
91,-26,11.7319
91,-25,11.7437
91,-24,11.7553
91,-23,11.7667
91,-22,11.7779
91,-21,11.789
91,-20,11.8
91,-19,11.8108
91,-18,11.8214
91,-17,11.832
91,-16,11.8424
91,-15,11.8527
91,-14,11.863
91,-13,11.8731
91,-12,11.8832
91,-11,11.8932
91,-10,11.9031
91,-9,11.913
91,-8,11.9228
91,-7,11.9325
91,-6,11.9422
91,-5,11.9519
91,-4,11.9616
91,-3,11.9712
91,-2,11.9808
91,-1,11.9904
91,0,12
91,1,12.0096
91,2,12.0192
91,3,12.0288
91,4,12.0384
91,5,12.0481
91,6,12.0578
91,7,12.0675
91,8,12.0772
91,9,12.087
91,10,12.0969
91,11,12.1068
91,12,12.1168
91,13,12.1269
91,14,12.137
91,15,12.1473
91,16,12.1576
91,17,12.168
91,18,12.1786
91,19,12.1892
91,20,12.2
91,21,12.211
91,22,12.2221
91,23,12.2333
91,24,12.2447
91,25,12.2563
91,26,12.2681
91,27,12.2801
91,28,12.2923
91,29,12.3047
91,30,12.3174
91,31,12.3303
91,32,12.3435
91,33,12.357
91,34,12.3708
91,35,12.385
91,36,12.3994
91,37,12.4143
91,38,12.4296
91,39,12.4453
91,40,12.4614
91,41,12.478
91,42,12.4952
91,43,12.5128
91,44,12.5311
91,45,12.55
91,46,12.5696
91,47,12.5899
91,48,12.611
91,49,12.6329
91,50,12.6557
91,51,12.6795
91,52,12.7044
91,53,12.7304
91,54,12.7576
91,55,12.7862
91,56,12.8163
91,57,12.848
91,58,12.8814
91,59,12.9168
91,60,12.9543
91,61,12.9942
91,62,13.0367
91,63,13.0822
91,64,13.1309
91,65,13.1832
91,66,13.2397
92,-66,10.6391
92,-65,10.7012
92,-64,10.7588
92,-63,10.8123
92,-62,10.8623
92,-61,10.909
92,-60,10.9528
92,-59,10.994
92,-58,11.0329
92,-57,11.0696
92,-56,11.1044
92,-55,11.1374
92,-54,11.1688
92,-53,11.1987
92,-52,11.2272
92,-51,11.2545
92,-50,11.2807
92,-49,11.3057
92,-48,11.3298
92,-47,11.3529
92,-46,11.3752
92,-45,11.3967
92,-44,11.4174
92,-43,11.4375
92,-42,11.4569
92,-41,11.4757
92,-40,11.4939
92,-39,11.5116
92,-38,11.5288
92,-37,11.5456
92,-36,11.5619
92,-35,11.5778
92,-34,11.5933
92,-33,11.6084
92,-32,11.6232
92,-31,11.6377
92,-30,11.6519
92,-29,11.6658
92,-28,11.6794
92,-27,11.6928
92,-26,11.706
92,-25,11.7189
92,-24,11.7316
92,-23,11.7441
92,-22,11.7564
92,-21,11.7686
92,-20,11.7806
92,-19,11.7924
92,-18,11.8041
92,-17,11.8157
92,-16,11.8272
92,-15,11.8385
92,-14,11.8497
92,-13,11.8608
92,-12,11.8719
92,-11,11.8828
92,-10,11.8937
92,-9,11.9045
92,-8,11.9153
92,-7,11.926
92,-6,11.9367
92,-5,11.9473
92,-4,11.9579
92,-3,11.9684
92,-2,11.979
92,-1,11.9895
92,0,12
92,1,12.0105
92,2,12.021
92,3,12.0316
92,4,12.0421
92,5,12.0527
92,6,12.0633
92,7,12.074
92,8,12.0847
92,9,12.0955
92,10,12.1063
92,11,12.1172
92,12,12.1281
92,13,12.1392
92,14,12.1503
92,15,12.1615
92,16,12.1728
92,17,12.1843
92,18,12.1959
92,19,12.2076
92,20,12.2194
92,21,12.2314
92,22,12.2436
92,23,12.2559
92,24,12.2684
92,25,12.2811
92,26,12.294
92,27,12.3072
92,28,12.3206
92,29,12.3342
92,30,12.3481
92,31,12.3623
92,32,12.3768
92,33,12.3916
92,34,12.4067
92,35,12.4222
92,36,12.4381
92,37,12.4544
92,38,12.4712
92,39,12.4884
92,40,12.5061
92,41,12.5243
92,42,12.5431
92,43,12.5625
92,44,12.5826
92,45,12.6033
92,46,12.6248
92,47,12.6471
92,48,12.6702
92,49,12.6943
92,50,12.7193
92,51,12.7455
92,52,12.7728
92,53,12.8013
92,54,12.8312
92,55,12.8626
92,56,12.8956
92,57,12.9304
92,58,12.9671
92,59,13.006
92,60,13.0472
92,61,13.091
92,62,13.1377
92,63,13.1877
92,64,13.2412
92,65,13.2988
92,66,13.3609
93,-66,10.5179
93,-65,10.5857
93,-64,10.6485
93,-63,10.7068
93,-62,10.7613
93,-61,10.8122
93,-60,10.86
93,-59,10.9049
93,-58,10.9472
93,-57,10.9873
93,-56,11.0252
93,-55,11.0611
93,-54,11.0953
93,-53,11.1279
93,-52,11.159
93,-51,11.1887
93,-50,11.2171
93,-49,11.2444
93,-48,11.2706
93,-47,11.2958
93,-46,11.32
93,-45,11.3434
93,-44,11.366
93,-43,11.3878
93,-42,11.409
93,-41,11.4294
93,-40,11.4493
93,-39,11.4685
93,-38,11.4873
93,-37,11.5055
93,-36,11.5233
93,-35,11.5406
93,-34,11.5574
93,-33,11.5739
93,-32,11.59
93,-31,11.6058
93,-30,11.6212
93,-29,11.6364
93,-28,11.6512
93,-27,11.6658
93,-26,11.6801
93,-25,11.6941
93,-24,11.708
93,-23,11.7216
93,-22,11.735
93,-21,11.7482
93,-20,11.7613
93,-19,11.7742
93,-18,11.7869
93,-17,11.7995
93,-16,11.8119
93,-15,11.8243
93,-14,11.8365
93,-13,11.8486
93,-12,11.8606
93,-11,11.8725
93,-10,11.8844
93,-9,11.8961
93,-8,11.9078
93,-7,11.9195
93,-6,11.9311
93,-5,11.9426
93,-4,11.9541
93,-3,11.9656
93,-2,11.9771
93,-1,11.9886
93,0,12
93,1,12.0114
93,2,12.0229
93,3,12.0344
93,4,12.0459
93,5,12.0574
93,6,12.0689
93,7,12.0805
93,8,12.0922
93,9,12.1039
93,10,12.1156
93,11,12.1275
93,12,12.1394
93,13,12.1514
93,14,12.1635
93,15,12.1757
93,16,12.1881
93,17,12.2005
93,18,12.2131
93,19,12.2258
93,20,12.2387
93,21,12.2518
93,22,12.265
93,23,12.2784
93,24,12.292
93,25,12.3059
93,26,12.3199
93,27,12.3342
93,28,12.3488
93,29,12.3636
93,30,12.3788
93,31,12.3942
93,32,12.41
93,33,12.4261
93,34,12.4426
93,35,12.4594
93,36,12.4767
93,37,12.4945
93,38,12.5127
93,39,12.5315
93,40,12.5507
93,41,12.5706
93,42,12.591
93,43,12.6122
93,44,12.634
93,45,12.6566
93,46,12.68
93,47,12.7042
93,48,12.7294
93,49,12.7556
93,50,12.7829
93,51,12.8113
93,52,12.841
93,53,12.8721
93,54,12.9047
93,55,12.9389
93,56,12.9748
93,57,13.0127
93,58,13.0528
93,59,13.0951
93,60,13.14
93,61,13.1878
93,62,13.2387
93,63,13.2932
93,64,13.3515
93,65,13.4143
93,66,13.4821
94,-66,10.3966
94,-65,10.47
94,-64,10.5381
94,-63,10.6014
94,-62,10.6603
94,-61,10.7155
94,-60,10.7672
94,-59,10.8158
94,-58,10.8617
94,-57,10.905
94,-56,10.946
94,-55,10.9849
94,-54,11.0219
94,-53,11.0572
94,-52,11.0908
94,-51,11.1229
94,-50,11.1537
94,-49,11.1832
94,-48,11.2115
94,-47,11.2388
94,-46,11.265
94,-45,11.2903
94,-44,11.3147
94,-43,11.3383
94,-42,11.3612
94,-41,11.3833
94,-40,11.4048
94,-39,11.4256
94,-38,11.4458
94,-37,11.4655
94,-36,11.4847
94,-35,11.5034
94,-34,11.5217
94,-33,11.5395
94,-32,11.5569
94,-31,11.574
94,-30,11.5907
94,-29,11.607
94,-28,11.623
94,-27,11.6388
94,-26,11.6542
94,-25,11.6694
94,-24,11.6844
94,-23,11.6991
94,-22,11.7136
94,-21,11.7279
94,-20,11.742
94,-19,11.7559
94,-18,11.7697
94,-17,11.7833
94,-16,11.7968
94,-15,11.8101
94,-14,11.8233
94,-13,11.8364
94,-12,11.8494
94,-11,11.8622
94,-10,11.875
94,-9,11.8878
94,-8,11.9004
94,-7,11.913
94,-6,11.9255
94,-5,11.938
94,-4,11.9504
94,-3,11.9629
94,-2,11.9753
94,-1,11.9876
94,0,12
94,1,12.0124
94,2,12.0247
94,3,12.0371
94,4,12.0496
94,5,12.062
94,6,12.0745
94,7,12.087
94,8,12.0996
94,9,12.1122
94,10,12.125
94,11,12.1378
94,12,12.1506
94,13,12.1636
94,14,12.1767
94,15,12.1899
94,16,12.2032
94,17,12.2167
94,18,12.2303
94,19,12.2441
94,20,12.258
94,21,12.2721
94,22,12.2864
94,23,12.3009
94,24,12.3156
94,25,12.3306
94,26,12.3458
94,27,12.3612
94,28,12.377
94,29,12.393
94,30,12.4093
94,31,12.426
94,32,12.4431
94,33,12.4605
94,34,12.4783
94,35,12.4966
94,36,12.5153
94,37,12.5345
94,38,12.5542
94,39,12.5744
94,40,12.5952
94,41,12.6167
94,42,12.6388
94,43,12.6617
94,44,12.6853
94,45,12.7097
94,46,12.735
94,47,12.7612
94,48,12.7885
94,49,12.8168
94,50,12.8463
94,51,12.8771
94,52,12.9092
94,53,12.9428
94,54,12.9781
94,55,13.0151
94,56,13.054
94,57,13.095
94,58,13.1383
94,59,13.1842
94,60,13.2328
94,61,13.2845
94,62,13.3397
94,63,13.3986
94,64,13.4619
94,65,13.53
94,66,13.6034
95,-66,10.2752
95,-65,10.3544
95,-64,10.4277
95,-63,10.4959
95,-62,10.5594
95,-61,10.6188
95,-60,10.6745
95,-59,10.7269
95,-58,10.7762
95,-57,10.8228
95,-56,10.867
95,-55,10.9088
95,-54,10.9487
95,-53,10.9866
95,-52,11.0227
95,-51,11.0573
95,-50,11.0904
95,-49,11.1221
95,-48,11.1526
95,-47,11.1819
95,-46,11.2101
95,-45,11.2373
95,-44,11.2635
95,-43,11.2889
95,-42,11.3135
95,-41,11.3373
95,-40,11.3603
95,-39,11.3827
95,-38,11.4045
95,-37,11.4257
95,-36,11.4463
95,-35,11.4664
95,-34,11.486
95,-33,11.5052
95,-32,11.5239
95,-31,11.5422
95,-30,11.5601
95,-29,11.5777
95,-28,11.5949
95,-27,11.6119
95,-26,11.6285
95,-25,11.6448
95,-24,11.6609
95,-23,11.6767
95,-22,11.6923
95,-21,11.7076
95,-20,11.7228
95,-19,11.7378
95,-18,11.7526
95,-17,11.7672
95,-16,11.7816
95,-15,11.7959
95,-14,11.8101
95,-13,11.8242
95,-12,11.8381
95,-11,11.852
95,-10,11.8657
95,-9,11.8794
95,-8,11.893
95,-7,11.9065
95,-6,11.92
95,-5,11.9334
95,-4,11.9468
95,-3,11.9601
95,-2,11.9734
95,-1,11.9867
95,0,12
95,1,12.0133
95,2,12.0266
95,3,12.0399
95,4,12.0532
95,5,12.0666
95,6,12.08
95,7,12.0935
95,8,12.107
95,9,12.1206
95,10,12.1343
95,11,12.148
95,12,12.1619
95,13,12.1758
95,14,12.1899
95,15,12.2041
95,16,12.2184
95,17,12.2328
95,18,12.2475
95,19,12.2622
95,20,12.2772
95,21,12.2924
95,22,12.3077
95,23,12.3233
95,24,12.3391
95,25,12.3552
95,26,12.3715
95,27,12.3881
95,28,12.4051
95,29,12.4223
95,30,12.4399
95,31,12.4578
95,32,12.4761
95,33,12.4948
95,34,12.514
95,35,12.5336
95,36,12.5537
95,37,12.5743
95,38,12.5955
95,39,12.6173
95,40,12.6397
95,41,12.6627
95,42,12.6865
95,43,12.7111
95,44,12.7365
95,45,12.7627
95,46,12.7899
95,47,12.8181
95,48,12.8474
95,49,12.8779
95,50,12.9096
95,51,12.9427
95,52,12.9773
95,53,13.0134
95,54,13.0513
95,55,13.0912
95,56,13.133
95,57,13.1772
95,58,13.2238
95,59,13.2731
95,60,13.3255
95,61,13.3812
95,62,13.4406
95,63,13.5041
95,64,13.5723
95,65,13.6456
95,66,13.7248
96,-66,10.1537
96,-65,10.2387
96,-64,10.3174
96,-63,10.3904
96,-62,10.4585
96,-61,10.5222
96,-60,10.5819
96,-59,10.638
96,-58,10.6908
96,-57,10.7408
96,-56,10.788
96,-55,10.8329
96,-54,10.8755
96,-53,10.9161
96,-52,10.9548
96,-51,10.9918
96,-50,11.0272
96,-49,11.0612
96,-48,11.0938
96,-47,11.1251
96,-46,11.1553
96,-45,11.1844
96,-44,11.2125
96,-43,11.2396
96,-42,11.2659
96,-41,11.2913
96,-40,11.316
96,-39,11.34
96,-38,11.3633
96,-37,11.3859
96,-36,11.408
96,-35,11.4295
96,-34,11.4504
96,-33,11.4709
96,-32,11.4909
96,-31,11.5105
96,-30,11.5297
96,-29,11.5485
96,-28,11.5669
96,-27,11.585
96,-26,11.6028
96,-25,11.6202
96,-24,11.6374
96,-23,11.6543
96,-22,11.671
96,-21,11.6874
96,-20,11.7036
96,-19,11.7196
96,-18,11.7354
96,-17,11.7511
96,-16,11.7665
96,-15,11.7818
96,-14,11.797
96,-13,11.812
96,-12,11.827
96,-11,11.8418
96,-10,11.8565
96,-9,11.8711
96,-8,11.8856
96,-7,11.9
96,-6,11.9144
96,-5,11.9288
96,-4,11.9431
96,-3,11.9573
96,-2,11.9716
96,-1,11.9858
96,0,12
96,1,12.0142
96,2,12.0284
96,3,12.0427
96,4,12.0569
96,5,12.0712
96,6,12.0856
96,7,12.1
96,8,12.1144
96,9,12.1289
96,10,12.1435
96,11,12.1582
96,12,12.173
96,13,12.188
96,14,12.203
96,15,12.2182
96,16,12.2335
96,17,12.2489
96,18,12.2646
96,19,12.2804
96,20,12.2964
96,21,12.3126
96,22,12.329
96,23,12.3457
96,24,12.3626
96,25,12.3798
96,26,12.3972
96,27,12.415
96,28,12.4331
96,29,12.4515
96,30,12.4703
96,31,12.4895
96,32,12.5091
96,33,12.5291
96,34,12.5496
96,35,12.5705
96,36,12.592
96,37,12.6141
96,38,12.6367
96,39,12.66
96,40,12.684
96,41,12.7087
96,42,12.7341
96,43,12.7604
96,44,12.7875
96,45,12.8156
96,46,12.8447
96,47,12.8749
96,48,12.9062
96,49,12.9388
96,50,12.9728
96,51,13.0082
96,52,13.0452
96,53,13.0839
96,54,13.1245
96,55,13.1671
96,56,13.212
96,57,13.2592
96,58,13.3092
96,59,13.362
96,60,13.4181
96,61,13.4778
96,62,13.5415
96,63,13.6096
96,64,13.6826
96,65,13.7613
96,66,13.8463
97,-66,10.0321
97,-65,10.1229
97,-64,10.207
97,-63,10.285
97,-62,10.3577
97,-61,10.4257
97,-60,10.4893
97,-59,10.5492
97,-58,10.6056
97,-57,10.6588
97,-56,10.7092
97,-55,10.757
97,-54,10.8025
97,-53,10.8457
97,-52,10.887
97,-51,10.9264
97,-50,10.9642
97,-49,11.0004
97,-48,11.0351
97,-47,11.0685
97,-46,11.1006
97,-45,11.1316
97,-44,11.1615
97,-43,11.1905
97,-42,11.2184
97,-41,11.2455
97,-40,11.2718
97,-39,11.2973
97,-38,11.3221
97,-37,11.3462
97,-36,11.3697
97,-35,11.3926
97,-34,11.415
97,-33,11.4368
97,-32,11.4581
97,-31,11.4789
97,-30,11.4994
97,-29,11.5194
97,-28,11.539
97,-27,11.5582
97,-26,11.5772
97,-25,11.5958
97,-24,11.614
97,-23,11.632
97,-22,11.6498
97,-21,11.6673
97,-20,11.6845
