   87.9      6.8762E+01
   85.1      6.9137E+01
   82.3      7.1589E+01
   79.5      7.3046E+01
   76.7      8.2588E+01
   73.9      9.4165E+01
   71.2      1.0436E+02
   68.4      1.1866E+02
   65.6      1.2903E+02
   62.8      1.4086E+02
   60.0      1.5226E+02
   57.2      1.6521E+02
   54.4      1.7692E+02
   51.6      1.8829E+02
   48.8      2.0157E+02
   46.0      2.1866E+02
   43.3      2.3543E+02
   40.5      2.4971E+02
   37.7      2.6389E+02
   34.9      2.7628E+02
   32.1      2.8557E+02
   29.3      2.9336E+02
   26.5      3.0251E+02
   23.7      3.0987E+02
   20.9      3.1441E+02
   18.1      3.2019E+02
   15.3      3.2580E+02
   12.6      3.3131E+02
    9.8      3.2968E+02
    7.0      3.2688E+02
    4.2      3.3118E+02
    1.4      3.4071E+02
   -1.4      3.4568E+02
   -4.2      3.4630E+02
   -7.0      3.4489E+02
   -9.8      3.4259E+02
  -12.6      3.3884E+02
  -15.3      3.3427E+02
  -18.1      3.2824E+02
  -20.9      3.2166E+02
  -23.7      3.1488E+02
  -26.5      3.0833E+02
  -29.3      3.0018E+02
  -32.1      2.9114E+02
  -34.9      2.8137E+02
  -37.7      2.6689E+02
  -40.5      2.5197E+02
  -43.3      2.3677E+02
  -46.0      2.2090E+02
  -48.8      2.0422E+02
  -51.6      1.8866E+02
  -54.4      1.7329E+02
  -57.2      1.5704E+02
  -60.0      1.4276E+02
  -62.8      1.3166E+02
  -65.6      1.0771E+02
  -68.4      9.1560E+01
  -71.2      7.1867E+01
  -73.9      6.6942E+01
  -76.7      6.4011E+01
  -79.5      5.8629E+01
  -82.3      5.6215E+01
  -85.1      5.3635E+01
  -87.9      5.1432E+01
