STATION,STATION_NAME,DATE,CLDD,DPNP,DPNT,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,DSNW,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197712,-9999,37,-71,1759,0,26,17,31,4,0,0,21,7,31,86,100,43,-37,170,-5,83
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197801,-9999,-29,-107,2091,0,31,28,31,2,0,0,11,7,31,30,39,30,-34,81,-129,-24
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197802,-9999,-1,-65,1600,0,24,17,28,1,0,0,23,6,28,52,57,39,-22,173,-19,77
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197803,-9999,-19,31,1148,0,9,6,26,1,0,0,19,7,21,44,46,78,-20,391,165,278
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197804,-9999,-59,6,655,0,0,0,15,3,0,0,13,1,1,65,14,72,19,534,325,430
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197805,-9999,255,31,252,0,0,0,0,11,2,1,115,0,0,417,0,87,34,690,454,572
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197806,-9999,-72,11,91,0,0,0,0,7,2,0,55,0,0,253,0,88,39,762,513,638
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197807,-9999,58,-15,21,4,0,0,0,3,1,1,224,0,0,262,0,99,47,817,554,686
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197808,-9999,-105,-10,39,8,0,0,0,2,0,0,20,0,0,51,0,99,37,835,515,675
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197809,-9999,88,35,213,5,0,0,0,3,3,0,87,0,0,209,0,102,33,742,461,602
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197810,-9999,-46,7,569,0,0,0,16,0,0,0,7,0,0,18,0,78,21,599,329,464
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197811,-9999,36,-73,1322,0,19,8,28,4,0,0,21,8,20,89,94,69,-22,320,96,208
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197812,-9999,49,-71,1756,0,25,18,31,2,0,0,37,17,31,98,152,38,-27,185,-20,83
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197901,-9999,-47,-105,2085,0,31,26,31,0,0,0,9,12,31,12,29,31,-29,79,-123,-22
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197902,-9999,28,-125,1774,0,25,22,28,4,0,0,24,20,28,81,141,37,-30,128,-95,17
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197903,-9999,38,-17,1294,0,10,5,31,5,0,0,28,17,31,101,103,48,-15,337,123,230
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197904,-9999,45,-78,906,0,4,1,26,5,1,0,62,8,14,169,101,76,-1,439,252,346
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197905,-9999,20,-49,495,1,0,0,8,6,1,0,50,0,0,182,0,90,22,602,382,492
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197906,-9999,-32,23,76,2,0,0,0,4,2,1,117,0,0,293,0,103,36,790,509,650
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197907,-9999,-26,2,7,6,0,0,0,4,1,0,96,0,0,178,0,97,44,833,573,703
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197908,-9999,-123,-16,42,4,0,0,0,1,0,0,31,0,0,33,0,93,39,812,525,669
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197909,-9999,-83,44,145,2,0,0,0,1,0,0,32,0,0,38,0,95,35,767,455,611
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197910,-9999,-41,10,560,0,0,0,12,1,0,0,16,0,0,23,0,78,18,592,342,467
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197911,-9999,-47,-30,1190,0,13,0,30,0,0,0,3,1,4,6,12,60,2,360,142,251
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,197912,-9999,-40,84,1272,0,9,5,31,0,0,0,7,1,3,9,3,58,-19,367,108,238
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198001,0,-1,-6,1775,0,24,15,31,2,0,0,31,8,20,58,104,44,-28,194,-40,77
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198002,0,-25,7,1447,0,23,10,29,1,0,0,13,4,14,28,79,46,-19,256,41,149
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198003,0,-47,9,1216,0,10,7,31,1,0,0,11,1,8,16,21,60,-11,381,130,256
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198004,7,-84,73,460,2,0,0,14,2,0,0,23,3,1,40,35,92,21,663,331,497
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198005,107,-147,65,237,7,0,0,8,0,0,0,6,0,0,15,0,106,17,777,435,606
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198006,114,-145,44,43,7,0,0,0,6,0,0,49,0,0,180,0,101,42,815,527,671
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198007,265,-150,31,5,17,0,0,0,2,0,0,28,0,0,54,0,109,42,903,560,732
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198008,84,27,-28,52,2,0,0,0,7,1,0,60,0,0,183,0,92,41,770,544,657
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198009,22,103,14,221,2,0,0,0,7,1,0,92,0,0,224,0,103,35,711,451,581
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198010,4,98,9,567,0,0,0,14,3,1,0,90,1,1,162,11,87,20,584,348,466
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198011,0,-5,51,947,0,2,0,26,2,0,0,31,3,10,48,33,68,1,436,228,332
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198012,0,23,8,1511,0,19,14,30,3,0,0,21,5,16,72,104,51,-34,261,62,162
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198101,0,-51,135,1330,0,17,1,31,0,0,0,6,0,0,8,12,53,0,314,122,218
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198102,0,-32,91,1162,0,12,10,21,0,0,0,9,2,8,21,31,57,-25,329,137,233
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198103,0,-45,134,825,0,0,0,29,1,0,0,18,0,0,18,0,70,14,517,245,381
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198104,2,-85,67,473,0,0,0,11,1,0,0,20,0,0,39,0,89,15,649,333,491
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198105,31,-44,51,205,1,0,0,1,2,1,0,72,0,0,118,0,91,24,725,458,592
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198106,41,33,11,70,2,0,0,0,8,2,0,96,0,0,358,0,91,45,757,518,638
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198107,285,43,37,4,14,0,0,0,9,1,0,50,0,0,247,0,108,41,886,590,738
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198108,301,-69,58,9,19,0,0,0,4,0,0,25,0,0,87,0,101,44,900,585,743
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198109,60,-64,51,149,7,0,0,1,2,0,0,18,0,0,57,0,97,31,785,451,618
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198110,0,-13,-3,600,0,1,0,16,1,0,0,35,0,0,51,3,81,7,585,322,454
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198111,0,-2,65,903,0,5,0,27,1,0,0,31,3,12,51,46,73,6,471,221,346
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198112,0,-13,7,1509,0,18,9,31,0,0,0,8,3,16,36,57,49,-26,256,66,161
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198201,0,-9999,-141,2198,0,28,29,31,4,0,0,19,15,31,128,243,44,-35,61,-176,-58
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198202,0,-8,-24,1485,0,20,14,27,2,0,0,19,12,28,45,82,53,-32,223,13,118
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198203,0,71,16,1191,0,11,3,29,6,0,0,31,14,23,134,170,52,-10,350,176,263
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198204,0,-22,-6,692,0,3,0,19,3,0,0,34,4,9,102,98,84,5,550,285,418
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198205,13,17,8,322,2,0,0,3,5,1,0,69,0,0,179,5,94,28,659,438,549
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198206,64,-48,16,79,1,0,0,0,6,2,1,122,0,0,277,0,92,39,772,514,643
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198207,217,-87,16,2,7,0,0,0,3,1,0,62,0,0,117,0,97,50,848,585,717
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198208,215,40,18,46,12,0,0,0,4,2,0,74,0,0,196,0,99,35,851,554,703
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198209,29,65,-3,278,3,0,0,5,3,1,1,119,0,0,186,0,93,26,720,408,564
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198210,0,127,-13,633,0,0,0,14,6,1,0,75,0,0,191,0,77,20,566,321,444
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198211,0,-46,-41,1223,0,11,4,30,0,0,0,4,0,0,7,8,56,-5,352,127,240
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198212,0,94,6,1516,0,23,12,31,3,1,0,88,7,30,143,134,44,-25,276,43,160
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198301,0,-20,134,1389,0,18,5,31,2,0,0,15,5,31,35,17,43,-29,298,102,200
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198302,0,-43,104,1115,0,11,6,27,0,0,0,3,3,16,7,16,52,-15,343,156,250
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198303,0,50,47,1076,0,10,1,28,2,1,0,69,5,9,107,92,60,0,382,217,300
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198304,0,-126,-6,708,0,0,0,24,0,0,0,3,0,0,3,1,75,12,564,259,412
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198305,8,13,-34,436,0,0,0,10,3,1,1,150,12,3,198,155,89,27,649,373,511
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198306,68,-181,-1,101,3,0,0,0,2,1,0,68,0,0,87,0,98,33,786,488,637
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198307,314,29,49,1,17,0,0,0,7,1,0,50,0,0,212,0,107,45,899,599,749
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198308,413,-55,99,1,24,0,0,0,2,0,0,47,0,0,87,0,107,48,940,619,780
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198309,45,-86,-3,300,3,0,0,3,3,0,0,19,0,0,51,10,104,19,692,434,563
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198310,0,-44,21,544,0,0,0,16,2,0,0,15,0,0,30,0,78,24,613,330,472
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198311,0,28,27,1031,0,10,3,25,3,0,0,22,2,9,78,60,72,-3,388,217,303
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198312,0,2,-194,2158,0,31,27,31,1,0,0,21,7,31,57,92,27,-50,47,-136,-45
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198401,0,26,86,1538,0,19,11,30,3,0,0,28,6,31,81,72,46,-34,259,45,152
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198402,0,-38,163,983,0,3,2,29,0,0,0,4,1,1,12,5,58,-4,409,208,309
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198403,0,33,30,1131,0,12,3,31,3,0,0,36,3,12,90,79,66,-10,376,189,283
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198404,0,19,56,520,0,1,0,12,3,1,1,100,3,2,148,135,72,22,608,340,474
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198405,21,-138,0,343,1,0,0,8,1,0,0,33,0,0,47,3,98,24,689,400,545
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198406,54,-81,-4,92,2,0,0,0,7,0,0,36,0,0,187,0,91,37,759,509,634
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198407,251,-90,30,0,12,0,0,0,3,0,0,40,0,0,93,0,103,45,877,582,730
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198408,304,-77,56,25,16,0,0,0,2,0,0,33,0,0,65,0,100,44,876,597,737
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198409,8,87,-64,444,0,0,0,8,7,1,0,87,2,2,224,40,87,24,609,395,502
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198410,0,-25,-41,741,0,3,1,16,2,0,0,13,1,2,49,45,75,0,518,301,410
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198411,0,-17,-4,1128,0,11,2,30,1,0,0,23,2,8,33,35,54,-6,370,174,272
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198412,0,-28,-94,1845,0,24,24,31,0,0,0,7,4,27,27,65,47,-27,159,-50,55
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198501,0,-42,4,1793,0,25,18,31,0,0,0,3,4,27,13,18,40,-26,178,-38,70
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198502,0,-26,-14,1446,0,14,12,28,1,0,0,20,2,6,24,31,49,-30,240,24,132
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198503,0,50,71,1001,0,7,0,30,2,1,0,61,9,4,107,114,64,1,441,207,324
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198504,0,24,52,535,0,0,0,13,3,1,0,95,3,1,153,15,82,16,601,338,470
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198505,26,-77,44,210,0,0,0,0,4,0,0,34,0,0,108,0,87,33,721,456,589
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198506,21,-156,-50,201,0,0,0,1,2,1,0,64,0,0,112,0,88,31,720,455,588
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198507,218,-43,12,21,10,0,0,0,3,1,0,56,0,0,140,0,101,48,853,570,712
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198508,68,54,-35,73,2,0,0,0,4,1,0,94,0,0,196,0,93,42,763,529,646
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198509,6,-29,-54,415,0,0,0,8,2,1,0,57,0,0,108,1,81,22,604,419,512
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198510,0,112,-23,683,0,2,0,13,5,1,1,115,4,5,186,142,74,4,545,310,428
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198511,0,8,-144,1553,0,21,11,27,3,0,0,17,6,12,58,113,60,-24,219,44,132
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198512,0,9,-37,1664,0,21,16,31,2,0,0,17,8,31,64,92,38,-27,220,3,112
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198601,0,-20,156,1321,0,15,4,31,1,0,0,14,6,26,35,36,43,-8,303,140,222
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198602,0,12,-13,1446,0,21,14,26,2,0,0,18,6,22,62,87,45,-32,213,53,133
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198603,0,26,145,775,0,1,0,25,2,1,0,58,2,4,83,44,74,8,504,291,398
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198604,0,128,1,685,0,2,1,13,3,1,1,171,15,6,257,176,81,-6,539,299,419
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198605,27,154,13,303,1,0,0,3,5,3,1,121,0,0,339,0,93,26,687,429,558
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198606,96,-49,30,35,4,0,0,0,8,0,0,44,0,0,219,0,98,41,796,539,668
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198607,94,387,-27,14,1,0,0,0,8,3,1,282,0,0,570,0,90,47,796,549,673
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198608,110,-36,-13,48,7,0,0,0,1,1,0,92,0,0,106,0,94,41,817,519,668
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198609,0,174,-46,386,0,0,0,1,7,2,0,67,0,0,311,0,76,32,609,430,520
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198610,0,4,-1,612,0,0,0,16,3,0,0,35,0,0,78,0,75,15,579,321,450
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198611,0,65,-50,1266,0,16,8,26,4,0,0,35,8,23,115,134,58,-17,324,128,226
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198612,0,-46,72,1324,0,13,3,31,0,0,0,5,2,28,9,12,40,-6,317,124,221
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198701,0,-23,141,1369,0,16,6,31,1,0,0,13,3,18,32,42,45,-10,307,106,207
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198702,0,-31,146,997,0,9,0,28,1,0,0,11,2,3,19,18,51,6,376,207,292
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198703,0,113,68,1012,0,7,0,27,6,0,0,35,4,10,170,142,69,5,399,242,321
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198704,6,-100,98,402,0,0,0,8,1,0,0,12,0,0,29,4,88,25,660,371,516
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198705,37,17,53,190,2,0,0,0,6,1,0,51,0,0,202,0,91,34,734,461,598
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198706,150,-197,49,33,9,0,0,0,1,0,0,27,0,0,71,0,98,43,837,537,687
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198707,192,314,0,31,5,0,0,0,6,2,1,335,0,0,497,0,99,43,815,584,700
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198708,53,-95,-44,88,2,0,0,0,2,0,0,18,0,0,47,0,97,38,766,507,637
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198709,22,-72,29,183,2,0,0,0,3,0,0,22,0,0,65,0,93,34,750,439,595
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198710,0,-63,-28,698,0,0,0,22,0,0,0,4,0,0,11,2,87,10,567,278,423
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198711,0,-32,66,920,0,1,0,27,1,0,0,15,0,0,18,0,66,10,467,216,342
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198712,0,-48,80,1301,0,13,2,31,0,0,0,1,0,0,7,12,54,-13,330,127,229
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198801,0,20,10,1781,0,24,20,31,1,1,0,51,6,20,75,89,40,-26,198,-47,76
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198802,0,-22,5,1444,0,14,12,29,0,0,0,8,5,18,28,34,61,-31,271,31,151
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198803,0,6,79,980,0,3,0,29,2,0,0,29,2,3,63,37,67,2,449,215,332
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198804,0,-114,35,585,0,0,0,22,1,0,0,13,0,0,15,0,84,15,619,287,453
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198805,75,-46,71,175,3,0,0,1,5,0,0,49,0,0,139,0,99,28,762,469,616
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198806,383,78,135,8,20,0,0,0,4,4,1,139,0,0,346,0,106,47,918,627,773
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198807,253,-131,29,1,12,0,0,0,1,0,0,16,0,0,52,0,108,46,886,572,729
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198808,175,-103,12,35,10,0,0,0,2,0,0,11,0,0,39,0,105,34,851,534,693
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198809,4,12,-9,279,1,0,0,0,3,1,1,126,0,0,149,0,90,33,696,417,557
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198810,0,-46,-9,637,0,1,0,18,1,0,0,23,0,0,28,0,81,9,589,294,442
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198811,0,1,1,1114,0,11,2,29,2,0,0,26,3,13,51,42,64,-3,372,181,277
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198812,0,24,22,1479,0,19,12,31,2,0,0,32,8,14,79,133,49,-18,262,80,171
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198901,0,45,63,1613,0,21,12,31,5,0,0,24,15,31,100,228,42,-31,234,23,129
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198902,0,-11,-124,1757,0,26,18,28,2,0,0,12,6,28,39,62,42,-32,116,-73,22
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198903,0,-4,-21,1292,0,13,7,27,2,0,0,22,6,22,53,18,60,-21,331,133,232
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198904,5,15,19,640,0,0,0,16,5,0,0,37,0,0,144,13,89,15,554,319,437
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198905,9,-17,18,275,0,0,0,4,5,0,0,47,0,0,168,0,87,26,695,430,563
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198906,68,-120,-6,115,5,0,0,0,5,1,0,50,0,0,148,0,95,33,780,483,632
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198907,338,-96,57,0,17,0,0,0,2,0,0,44,0,0,87,0,108,50,906,608,757
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198908,202,-41,21,35,11,0,0,0,4,0,0,30,0,0,101,0,103,42,842,561,702
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198909,23,-83,15,225,2,0,0,6,1,0,0,48,0,0,54,0,93,24,743,418,581
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198910,0,101,0,609,0,0,0,13,3,2,0,88,0,0,175,22,79,12,589,313,451
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198911,0,-6,17,1065,0,10,3,27,1,0,0,18,2,8,44,46,65,-8,390,195,293
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,198912,0,-14,-44,1690,0,21,14,31,1,0,0,11,2,21,41,55,48,-37,209,0,105
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199001,0,-19,163,1294,0,14,3,31,1,0,0,12,2,8,36,60,47,-19,325,133,229
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199002,0,-46,59,1241,0,10,10,28,0,0,0,3,2,7,4,8,54,-32,333,76,205
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199003,0,-13,96,927,0,4,0,28,2,0,0,18,3,2,44,43,71,3,473,225,349
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199004,4,-68,14,649,0,0,0,20,4,0,0,24,1,1,61,24,88,12,571,293,432
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199005,17,23,0,333,0,0,0,6,4,1,1,114,1,1,208,21,88,26,673,417,545
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199006,110,-91,17,88,6,0,0,0,5,0,0,46,0,0,177,0,99,36,796,514,655
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199007,175,-51,-1,19,8,0,0,0,4,1,0,76,0,0,132,0,97,44,843,554,699
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199008,211,31,33,7,12,0,0,0,5,1,0,82,0,0,173,0,102,45,859,569,714
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199009,75,-106,53,166,8,0,0,0,0,0,0,8,0,0,31,0,98,34,782,455,619
COOP:329425,WILLISTON SLOULIN FIELD INTERNATIONAL AIRPORT ND US,199010,0,-64,-5,626,0,0,0,21,0,0,0,5,0,0,10,0,79,15,599,293,446
