   87.9      1.6424E+00
   85.1      1.6397E+00
   82.3      1.6251E+00
   79.5      1.6241E+00
   76.7      1.6538E+00
   73.9      1.6704E+00
   71.2      1.6649E+00
   68.4      1.6572E+00
   65.6      1.6704E+00
   62.8      1.6965E+00
   60.0      1.7288E+00
   57.2      1.7534E+00
   54.4      1.7741E+00
   51.6      1.8032E+00
   48.8      1.8500E+00
   46.0      1.9163E+00
   43.3      1.9809E+00
   40.5      2.0510E+00
   37.7      2.1048E+00
   34.9      2.1665E+00
   32.1      2.2653E+00
   29.3      2.3558E+00
   26.5      2.4288E+00
   23.7      2.4491E+00
   20.9      2.4387E+00
   18.1      2.4092E+00
   15.3      2.3507E+00
   12.6      2.2749E+00
    9.8      2.1908E+00
    7.0      2.1438E+00
    4.2      2.1552E+00
    1.4      2.2008E+00
   -1.4      2.2353E+00
   -4.2      2.2679E+00
   -7.0      2.3023E+00
   -9.8      2.3393E+00
  -12.6      2.3709E+00
  -15.3      2.3927E+00
  -18.1      2.4075E+00
  -20.9      2.4041E+00
  -23.7      2.3823E+00
  -26.5      2.3511E+00
  -29.3      2.3057E+00
  -32.1      2.2479E+00
  -34.9      2.1716E+00
  -37.7      2.0741E+00
  -40.5      1.9796E+00
  -43.3      1.8716E+00
  -46.0      1.7765E+00
  -48.8      1.6989E+00
  -51.6      1.6385E+00
  -54.4      1.5960E+00
  -57.2      1.5592E+00
  -60.0      1.5314E+00
  -62.8      1.5070E+00
  -65.6      1.5102E+00
  -68.4      1.4927E+00
  -71.2      1.3928E+00
  -73.9      1.3161E+00
  -76.7      1.2129E+00
  -79.5      1.1558E+00
  -82.3      1.1020E+00
  -85.1      9.4775E-01
  -87.9      8.0047E-01
