   87.9      6.8823E+01
   85.1      6.9190E+01
   82.3      7.1653E+01
   79.5      7.3116E+01
   76.7      8.2719E+01
   73.9      9.4401E+01
   71.2      1.0464E+02
   68.4      1.1898E+02
   65.6      1.2941E+02
   62.8      1.4133E+02
   60.0      1.5286E+02
   57.2      1.6596E+02
   54.4      1.7778E+02
   51.6      1.8928E+02
   48.8      2.0270E+02
   46.0      2.1994E+02
   43.3      2.3678E+02
   40.5      2.5105E+02
   37.7      2.6508E+02
   34.9      2.7733E+02
   32.1      2.8653E+02
   29.3      2.9423E+02
   26.5      3.0327E+02
   23.7      3.1056E+02
   20.9      3.1501E+02
   18.1      3.2070E+02
   15.3      3.2622E+02
   12.6      3.3165E+02
    9.8      3.2993E+02
    7.0      3.2709E+02
    4.2      3.3136E+02
    1.4      3.4087E+02
   -1.4      3.4582E+02
   -4.2      3.4644E+02
   -7.0      3.4501E+02
   -9.8      3.4271E+02
  -12.6      3.3896E+02
  -15.3      3.3439E+02
  -18.1      3.2836E+02
  -20.9      3.2180E+02
  -23.7      3.1503E+02
  -26.5      3.0849E+02
  -29.3      3.0033E+02
  -32.1      2.9129E+02
  -34.9      2.8151E+02
  -37.7      2.6700E+02
  -40.5      2.5206E+02
  -43.3      2.3685E+02
  -46.0      2.2097E+02
  -48.8      2.0428E+02
  -51.6      1.8871E+02
  -54.4      1.7333E+02
  -57.2      1.5708E+02
  -60.0      1.4278E+02
  -62.8      1.3168E+02
  -65.6      1.0771E+02
  -68.4      9.1563E+01
  -71.2      7.1868E+01
  -73.9      6.6943E+01
  -76.7      6.4012E+01
  -79.5      5.8630E+01
  -82.3      5.6216E+01
  -85.1      5.3636E+01
  -87.9      5.1432E+01
